,date,schedule_id,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_TIME,ARRIVAL_TIME
111003,2023-01-8,10557,EWR,MSP,6:27,8:49
111004,2023-01-8,10558,CID,DTW,9:00,11:29
111005,2023-01-8,10559,AVP,ATL,6:26,8:48
111006,2023-01-8,10560,BTR,ATL,6:25,8:57
111007,2023-01-8,10561,MCI,LGA,6:24,10:32
111008,2023-01-8,10562,MLI,DTW,6:26,9:14
111009,2023-01-8,10563,GRK,ATL,6:25,9:24
111010,2023-01-8,10564,LIT,IAH,6:28,8:04
111033,2023-01-8,10565,RIC,BOS,7:42,9:18
111072,2023-01-8,10566,GPT,IAH,6:31,7:54
111073,2023-01-8,10567,JAN,IAH,6:24,7:40
111087,2023-01-8,10568,SHV,DFW,6:33,7:33
111088,2023-01-8,10569,EWR,DCA,6:33,7:51
111126,2023-01-8,10570,TYS,IAH,6:33,7:56
111127,2023-01-8,10571,ELP,IAH,6:33,9:27
111128,2023-01-8,10572,PIT,MSP,6:35,8:04
111129,2023-01-8,10573,LNK,ATL,6:35,9:33
111130,2023-01-8,10574,GTR,ATL,6:34,9:05
111131,2023-01-8,10575,CLE,DTW,6:39,7:43
111132,2023-01-8,10576,EVV,DTW,6:40,9:09
111133,2023-01-8,10577,CRW,ORD,6:38,7:19
111144,2023-01-8,10578,MLU,DFW,6:34,7:48
111146,2023-01-8,10579,LNK,DEN,6:47,7:23
111148,2023-01-8,10580,BTR,DFW,6:48,8:34
111207,2023-01-8,10581,CLE,ORD,6:42,7:05
111208,2023-01-8,10582,HOB,IAH,6:40,9:14
111209,2023-01-8,10583,DAL,IAH,6:44,7:51
111210,2023-01-8,10584,ORD,BHM,6:49,8:37
111227,2023-01-8,10585,MKE,CLE,11:57,14:13
111270,2023-01-8,10586,LRD,IAH,6:41,8:03
111271,2023-01-8,10587,CLE,DFW,6:47,8:58
111289,2023-01-8,10588,MFE,IAH,6:46,7:57
111320,2023-01-8,10589,BDL,RDU,6:47,8:19
111321,2023-01-8,10590,MGM,ATL,6:53,9:06
111348,2023-01-8,10591,EWR,OMA,6:54,9:03
111544,2023-01-8,10592,TYR,IAH,6:51,7:52
111545,2023-01-8,10593,BTR,IAH,6:50,8:06
111546,2023-01-8,10594,MSP,MDW,6:56,8:59
111547,2023-01-8,10595,BOS,RIC,8:00,9:49
111548,2023-01-8,10596,BHM,LGA,6:58,11:01
111549,2023-01-8,10597,FSM,ATL,6:54,9:39
111550,2023-01-8,10598,SHV,ATL,6:55,9:38
111551,2023-01-8,10599,PVD,DTW,6:56,8:59
111552,2023-01-8,10600,CAE,LGA,6:56,9:13
111553,2023-01-8,10601,MDW,DTW,7:14,9:17
111554,2023-01-8,10602,OMA,LGA,7:22,11:13
111576,2023-01-8,10603,CLE,STL,6:52,7:47
111606,2023-01-8,10604,LFT,IAH,7:00,8:12
111610,2023-01-8,10605,BPT,DFW,11:48,13:10
111661,2023-01-8,10606,ORD,STL,7:59,9:29
111662,2023-01-8,10607,SHV,IAH,7:03,7:57
111663,2023-01-8,10608,LCH,IAH,6:57,7:38
111669,2023-01-8,10609,CHO,LGA,6:51,8:12
111676,2023-01-8,10610,MSP,PHL,7:09,10:34
111719,2023-01-8,10611,CRP,IAH,7:08,8:14
111720,2023-01-8,10612,ROA,ORD,6:59,8:01
111722,2023-01-8,10613,DCA,EWR,7:09,8:19
111725,2023-01-8,10614,PVD,ORD,7:27,9:18
111731,2023-01-8,10615,CLE,LGA,7:00,8:33
111732,2023-01-8,10616,RIC,EWR,7:01,8:24
111740,2023-01-8,10617,ORD,BUF,7:05,9:39
111744,2023-01-8,10618,GRK,IAH,7:07,8:12
111745,2023-01-8,10619,MKE,EWR,7:10,10:16
111746,2023-01-8,10620,CLE,LGA,10:59,12:37
111790,2023-01-8,10621,CLL,IAH,7:00,7:58
111860,2023-01-8,10622,IAH,MOB,7:16,8:32
111861,2023-01-8,10623,IAH,LIT,7:23,8:36
111862,2023-01-8,10624,IAH,RDU,7:16,10:34
111863,2023-01-8,10625,IAH,DTW,7:15,10:59
111864,2023-01-8,10626,IAH,STL,7:14,9:15
111865,2023-01-8,10627,IAH,MAF,7:09,8:36
111866,2023-01-8,10628,IAH,CLE,7:16,10:56
111867,2023-01-8,10629,AUS,DTW,7:14,11:02
111868,2023-01-8,10630,GSO,DTW,7:13,8:59
111869,2023-01-8,10631,DIK,DEN,10:08,11:56
111876,2023-01-8,10632,IAH,OKC,7:12,8:42
111941,2023-01-8,10633,RAP,DFW,7:13,10:30
111942,2023-01-8,10634,IAH,AEX,7:18,8:08
111943,2023-01-8,10635,EWR,BNA,7:41,8:52
111944,2023-01-8,10636,SAT,DTW,7:21,11:31
111945,2023-01-8,10637,HPN,ATL,7:27,9:50
111946,2023-01-8,10638,IAH,TUL,7:17,8:44
111947,2023-01-8,10639,IAD,MSP,7:23,9:13
111960,2023-01-8,10640,ORD,BNA,7:50,9:06
111969,2023-01-8,10641,IAH,MFE,7:30,8:53
111970,2023-01-8,10642,IAH,MSP,7:23,10:11
111976,2023-01-8,10643,IAH,SHV,7:27,8:24
112052,2023-01-8,10644,DFW,CRP,7:51,8:59
112054,2023-01-8,10645,CHA,DTW,7:25,9:12
112055,2023-01-8,10646,ATL,IAH,7:34,8:44
112056,2023-01-8,10647,BTR,ATL,7:29,10:03
112070,2023-01-8,10648,MEI,DFW,7:24,9:05
112071,2023-01-8,10649,ATL,HPN,7:27,9:41
112072,2023-01-8,10650,SAV,ORD,7:19,8:52
112125,2023-01-8,10651,HPN,ORD,7:42,9:19
112126,2023-01-8,10652,CAE,ORD,7:33,8:50
112127,2023-01-8,10653,AMA,IAH,7:30,8:58
112128,2023-01-8,10654,RDU,EWR,7:22,9:06
112137,2023-01-8,10655,IAH,JAN,7:30,8:42
112183,2023-01-8,10656,GNV,ATL,7:35,9:05
112184,2023-01-8,10657,IAH,DTW,7:33,11:24
112195,2023-01-8,10658,IAH,MEM,7:31,9:14
112197,2023-01-8,10659,TVC,ORD,7:43,7:59
112199,2023-01-8,10660,RIC,ORD,7:53,9:07
112245,2023-01-8,10661,CLT,ORD,7:40,8:48
112246,2023-01-8,10662,DTW,EWR,7:41,9:25
112247,2023-01-8,10663,IAH,BTR,7:35,8:39
112248,2023-01-8,10664,DTW,MDW,7:55,8:04
112259,2023-01-8,10665,ORD,LEX,8:31,10:45
112260,2023-01-8,10666,ORD,CAK,7:50,9:57
112262,2023-01-8,10667,DTW,ROC,8:23,9:20
112263,2023-01-8,10668,TYS,ORD,7:42,8:36
112266,2023-01-8,10669,SHV,DFW,7:42,8:47
112305,2023-01-8,10670,DFW,OKC,7:45,8:36
112306,2023-01-8,10671,GSP,ORD,7:43,9:00
112307,2023-01-8,10672,ORD,DTW,8:08,10:11
112323,2023-01-8,10673,MOB,IAH,10:03,11:32
112361,2023-01-8,10674,ORD,HPN,7:56,11:03
112362,2023-01-8,10675,LBB,IAH,7:53,9:23
112363,2023-01-8,10676,BNA,DEN,8:11,10:25
112389,2023-01-8,10677,EWR,MEM,8:11,10:03
112390,2023-01-8,10678,EWR,DAY,7:53,9:59
112391,2023-01-8,10679,LGA,GSO,13:09,15:09
112519,2023-01-8,10680,TVC,DTW,7:59,9:07
112520,2023-01-8,10681,SHV,ATL,7:52,10:38
112521,2023-01-8,10682,IAH,DAL,7:53,8:53
112522,2023-01-8,10683,BNA,ORD,8:17,10:35
112535,2023-01-8,10684,RIC,IAH,12:06,14:19
112564,2023-01-8,10685,MCI,ORD,7:57,9:25
112573,2023-01-8,10686,ORD,ICT,8:17,10:10
112574,2023-01-8,10687,CLT,EWR,8:00,10:20
112575,2023-01-8,10688,ORD,FAR,9:04,10:57
112576,2023-01-8,10689,ORD,TUL,8:05,10:02
112703,2023-01-8,10690,ORD,MEM,8:23,10:15
112704,2023-01-8,10691,EWR,GSO,8:16,9:52
112705,2023-01-8,10692,ATL,JAN,8:09,8:30
112707,2023-01-8,10693,EYW,ATL,7:59,10:01
112708,2023-01-8,10694,ORD,IND,8:07,9:59
112711,2023-01-8,10695,CID,ORD,8:23,9:47
112727,2023-01-8,10696,ORD,CLT,8:09,10:56
112730,2023-01-8,10697,ATL,GSO,8:08,9:16
112741,2023-01-8,10698,LGA,MCI,8:13,10:36
112742,2023-01-8,10699,ISN,DEN,8:07,9:14
112793,2023-01-8,10700,ATL,GNV,8:16,9:31
112794,2023-01-8,10701,ATL,LEX,8:12,9:48
112795,2023-01-8,10702,ATL,CAE,8:15,9:05
112796,2023-01-8,10703,ATL,TYS,8:08,8:57
112797,2023-01-8,10704,CAE,ATL,8:13,9:13
112798,2023-01-8,10705,ATL,XNA,8:24,9:22
112800,2023-01-8,10706,IAD,BTV,8:05,9:35
112812,2023-01-8,10707,STL,CLE,8:14,10:39
112813,2023-01-8,10708,BNA,IAH,8:07,10:22
112814,2023-01-8,10709,ORD,FSD,8:11,9:46
112815,2023-01-8,10710,ATL,MOB,8:05,8:16
112816,2023-01-8,10711,IAD,LGA,9:32,11:09
112818,2023-01-8,10712,IAD,IND,8:37,10:28
112819,2023-01-8,10713,DEN,ELP,8:07,9:53
112825,2023-01-8,10714,EWR,BUF,8:12,9:23
112873,2023-01-8,10715,DFW,MLI,8:17,10:11
112874,2023-01-8,10716,LFT,IAH,8:19,9:20
112875,2023-01-8,10717,ATL,TUL,8:21,9:36
112876,2023-01-8,10718,ATL,FAY,8:16,9:24
112877,2023-01-8,10719,LGA,RIC,8:47,10:09
112878,2023-01-8,10720,CVG,ORD,8:10,8:57
112894,2023-01-8,10721,EWR,GRR,8:13,10:32
112900,2023-01-8,10722,IAD,EWR,8:29,9:41
112906,2023-01-8,10723,DCA,EWR,8:16,9:34
112907,2023-01-8,10724,IAD,CLE,8:19,9:37
112908,2023-01-8,10725,DTW,DFW,8:45,10:44
112951,2023-01-8,10726,EWR,STL,9:06,11:00
112952,2023-01-8,10727,EWR,GSP,9:00,11:18
112953,2023-01-8,10728,BQK,ATL,8:20,9:28
112966,2023-01-8,10729,RDU,IAH,8:18,10:23
112968,2023-01-8,10730,TYS,EWR,8:12,10:18
112984,2023-01-8,10731,EWR,XNA,8:40,11:05
113057,2023-01-8,10732,LGA,RDU,8:21,9:55
113058,2023-01-8,10733,ATL,GPT,8:29,8:42
113059,2023-01-8,10734,ATL,GSP,8:30,9:13
113060,2023-01-8,10735,MEM,DEN,9:33,11:23
113066,2023-01-8,10736,BHM,IAH,8:26,10:34
113072,2023-01-8,10737,ORD,MCI,9:15,11:08
113094,2023-01-8,10738,MCI,IAH,8:22,10:34
113100,2023-01-8,10739,DTW,ORD,8:40,9:14
113103,2023-01-8,10740,DTW,PVD,8:47,10:28
113151,2023-01-8,10741,BTR,ATL,8:30,10:56
113152,2023-01-8,10742,RDU,MSP,8:37,10:37
113166,2023-01-8,10743,CLE,DCA,8:28,9:43
113171,2023-01-8,10744,IAD,PIT,10:06,10:56
113223,2023-01-8,10745,CLE,LGA,8:32,10:08
113224,2023-01-8,10746,CLT,IAH,11:43,13:33
113225,2023-01-8,10747,CVG,IAH,8:41,10:34
113226,2023-01-8,10748,DTW,BDL,8:37,10:18
113227,2023-01-8,10749,CHA,ATL,8:36,9:21
113247,2023-01-8,10750,DTW,GRR,8:39,9:26
113248,2023-01-8,10751,DTW,BHM,9:18,10:13
113263,2023-01-8,10752,EWR,PVD,8:47,9:49
113320,2023-01-8,10753,IAH,OKC,8:42,9:59
113321,2023-01-8,10754,CLE,ORD,8:39,9:22
113323,2023-01-8,10755,IAH,TUL,8:47,10:14
113324,2023-01-8,10756,IAH,LBB,8:47,10:19
113325,2023-01-8,10757,TUS,IAH,8:39,12:12
113342,2023-01-8,10758,BOS,JAX,13:26,16:11
113346,2023-01-8,10759,IAH,BNA,8:37,10:26
113347,2023-01-8,10760,ATL,OMA,8:47,10:14
113410,2023-01-8,10761,EWR,DTW,9:03,11:42
113411,2023-01-8,10762,BTV,DTW,10:29,12:59
113428,2023-01-8,10763,IAH,SDF,8:49,12:09
113429,2023-01-8,10764,MSP,MDW,10:05,11:58
113431,2023-01-8,10765,GRB,ORD,8:50,9:59
113433,2023-01-8,10766,ORD,BWI,8:49,11:34
113478,2023-01-8,10767,ABQ,IAH,8:45,12:11
113479,2023-01-8,10768,ATL,BTR,8:52,9:14
113494,2023-01-8,10769,IND,EWR,8:50,10:38
113593,2023-01-8,10770,DFW,BTR,8:55,10:03
113594,2023-01-8,10771,TYS,IAH,9:57,11:09
113595,2023-01-8,10772,IAH,AMA,8:52,10:32
113596,2023-01-8,10773,IAH,OMA,8:56,11:15
113597,2023-01-8,10774,IAH,COS,8:55,10:13
113598,2023-01-8,10775,IAH,TUS,8:53,10:33
113599,2023-01-8,10776,MDW,DTW,8:55,11:06
113600,2023-01-8,10777,IAD,ROC,8:51,10:09
113630,2023-01-8,10778,DTW,EWR,8:50,10:28
113638,2023-01-8,10779,SHV,DEN,8:55,10:24
113684,2023-01-8,10780,DFW,SJT,9:02,9:57
113685,2023-01-8,10781,DTW,EVV,9:03,9:22
113686,2023-01-8,10782,DTW,CID,9:22,9:50
113687,2023-01-8,10783,ATL,SGF,9:02,10:05
113688,2023-01-8,10784,ATL,TLH,8:58,9:59
113689,2023-01-8,10785,ATL,PHF,9:00,10:29
113690,2023-01-8,10786,LGA,ORF,9:00,10:41
113691,2023-01-8,10787,MOB,ATL,9:02,11:02
113692,2023-01-8,10788,LGA,CLE,8:58,10:50
113693,2023-01-8,10789,ATL,CHA,8:57,9:39
113694,2023-01-8,10790,IAH,DAL,9:03,10:13
113706,2023-01-8,10791,EWR,CVG,9:08,11:26
113707,2023-01-8,10792,IAH,HRL,9:00,10:11
113708,2023-01-8,10793,ATL,AVL,9:20,10:06
113711,2023-01-8,10794,IAH,MFE,8:57,10:06
113712,2023-01-8,10795,IAH,BHM,9:03,10:49
113713,2023-01-8,10796,ATL,AGS,9:05,9:49
113714,2023-01-8,10797,IAH,BRO,8:53,10:11
113715,2023-01-8,10798,IAH,MLU,8:57,9:58
113720,2023-01-8,10799,ATL,TRI,9:06,10:11
113726,2023-01-8,10800,JAN,ATL,9:03,11:18
113727,2023-01-8,10801,ATL,ROA,9:11,10:27
113728,2023-01-8,10802,BHM,ORD,9:11,11:34
113762,2023-01-8,10803,EWR,BNA,9:06,10:46
113763,2023-01-8,10804,MOB,IAH,9:05,10:35
113772,2023-01-8,10805,ELP,IAH,9:07,12:04
113773,2023-01-8,10806,ATL,MGM,9:29,9:15
113774,2023-01-8,10807,LIT,IAH,9:05,10:24
113780,2023-01-8,10808,OKC,DFW,9:09,10:02
113825,2023-01-8,10809,CRP,DFW,9:32,10:55
113826,2023-01-8,10810,MSP,IAH,9:17,12:28
113827,2023-01-8,10811,DFW,DTW,9:11,12:37
113840,2023-01-8,10812,MFE,IAH,9:15,10:25
113849,2023-01-8,10813,BTR,IAH,9:03,10:09
113850,2023-01-8,10814,IAH,PNS,9:08,10:36
113851,2023-01-8,10815,IAH,CRP,9:16,10:11
113852,2023-01-8,10816,IAH,ELP,9:11,10:07
113861,2023-01-8,10817,MDW,MSP,9:30,10:50
113906,2023-01-8,10818,PVD,IAD,9:15,10:57
113919,2023-01-8,10819,JAN,IAH,9:13,10:27
113922,2023-01-8,10820,IAH,DTW,9:22,13:09
113968,2023-01-8,10821,RDU,DTW,9:23,11:16
113978,2023-01-8,10822,MAF,IAH,9:14,10:39
113979,2023-01-8,10823,TUL,DEN,9:17,10:06
113986,2023-01-8,10824,ATL,PIA,10:47,11:34
113987,2023-01-8,10825,CVG,EWR,9:18,11:06
114049,2023-01-8,10826,BNA,EWR,9:33,12:43
114051,2023-01-8,10827,MGM,ATL,9:34,11:31
114052,2023-01-8,10828,TYS,ATL,9:25,10:21
114072,2023-01-8,10829,GPT,ATL,9:23,11:46
114073,2023-01-8,10830,BNA,ORD,9:28,11:13
114079,2023-01-8,10831,LGA,CLE,9:22,11:11
114080,2023-01-8,10832,FSD,DEN,9:25,9:59
114106,2023-01-8,10833,DFW,BPT,9:32,10:41
114107,2023-01-8,10834,DFW,IAH,9:25,10:32
114109,2023-01-8,10835,LGA,CHS,10:02,12:23
114110,2023-01-8,10836,CAE,ATL,9:31,10:31
114111,2023-01-8,10837,CAE,IAD,9:25,10:51
114121,2023-01-8,10838,OKC,DEN,9:34,10:17
114136,2023-01-8,10839,ATL,VLD,9:36,10:22
114138,2023-01-8,10840,ATL,GTR,9:49,9:50
114187,2023-01-8,10841,PIT,EWR,9:35,10:51
114189,2023-01-8,10842,ATL,HPN,9:38,11:45
114190,2023-01-8,10843,ATL,IAD,9:37,11:12
114191,2023-01-8,10844,XNA,ATL,9:40,12:15
114220,2023-01-8,10845,SAV,IAD,9:42,11:24
114221,2023-01-8,10846,ATL,ILM,9:46,10:55
114274,2023-01-8,10847,ORD,CID,9:46,10:45
114275,2023-01-8,10848,ORD,OMA,9:58,11:25
114276,2023-01-8,10849,ORD,ATW,10:10,11:09
114277,2023-01-8,10850,ORD,MLI,10:28,11:23
114279,2023-01-8,10851,DAL,IAH,9:38,10:38
114293,2023-01-8,10852,ORD,GRB,9:43,10:29
114301,2023-01-8,10853,AEX,IAH,9:38,10:40
114302,2023-01-8,10854,EWR,MCI,9:54,12:12
114307,2023-01-8,10855,LBB,DEN,9:44,10:33
114309,2023-01-8,10856,STL,EWR,9:43,13:10
114357,2023-01-8,10857,LGA,CAE,9:49,12:01
114371,2023-01-8,10858,AMA,DEN,9:46,10:18
114375,2023-01-8,10859,STL,IAH,9:54,12:06
114379,2023-01-8,10860,EWR,IND,9:45,12:02
114380,2023-01-8,10861,ROC,DTW,9:49,10:59
114381,2023-01-8,10862,GNV,ATL,9:57,11:12
114382,2023-01-8,10863,LEX,ATL,10:13,11:30
114429,2023-01-8,10864,OMA,IAH,9:48,11:52
114430,2023-01-8,10865,DEN,LFT,9:49,13:07
114431,2023-01-8,10866,ATL,MLI,9:53,10:52
114432,2023-01-8,10867,ORD,TUL,9:56,11:52
114452,2023-01-8,10868,ATL,LEX,9:50,11:04
114453,2023-01-8,10869,FAY,ATL,9:50,11:08
114454,2023-01-8,10870,ATL,AEX,9:59,10:38
114463,2023-01-8,10871,ORD,MSN,10:18,11:11
114474,2023-01-8,10872,TYS,ORD,11:09,11:50
114487,2023-01-8,10873,EWR,CLT,10:17,12:07
114488,2023-01-8,10874,ATL,MYR,9:57,11:01
114575,2023-01-8,10875,ORD,MCI,10:27,11:54
114576,2023-01-8,10876,DTW,MDT,12:27,13:40
114578,2023-01-8,10877,GSO,LGA,9:56,11:40
114579,2023-01-8,10878,DTW,ELM,9:57,11:00
114580,2023-01-8,10879,RIC,LGA,10:12,11:51
114582,2023-01-8,10880,DEN,SDF,10:50,14:55
114583,2023-01-8,10881,ORD,FSD,10:41,12:23
114606,2023-01-8,10882,DTW,ABE,10:10,11:32
114675,2023-01-8,10883,DFW,MOB,9:56,11:37
114676,2023-01-8,10884,DAY,EWR,9:54,11:46
114677,2023-01-8,10885,BTR,ATL,10:03,12:23
114678,2023-01-8,10886,MSP,BDL,10:57,14:27
114679,2023-01-8,10887,DEN,TUL,9:59,12:25
114681,2023-01-8,10888,DEN,BNA,10:19,13:32
114692,2023-01-8,10889,DEN,SHV,10:02,13:01
114700,2023-01-8,10890,EWR,SAV,10:05,12:22
114760,2023-01-8,10891,DFW,GGG,10:08,10:55
114761,2023-01-8,10892,MEM,IAH,10:02,11:50
114762,2023-01-8,10893,DTW,EWR,10:10,11:33
114764,2023-01-8,10894,DTW,HPN,10:02,11:38
114765,2023-01-8,10895,DTW,BTV,10:05,11:57
114766,2023-01-8,10896,DEN,ISN,10:30,13:25
114781,2023-01-8,10897,PVD,EWR,10:12,11:35
114782,2023-01-8,10898,TUL,ATL,10:06,12:43
114783,2023-01-8,10899,PIT,IAD,11:16,12:06
114791,2023-01-8,10900,CLE,IAD,10:11,11:26
114792,2023-01-8,10901,ATL,FSM,10:07,11:03
114844,2023-01-8,10902,IAH,MEM,10:09,11:36
114847,2023-01-8,10903,IAH,BNA,10:12,12:00
114849,2023-01-8,10904,HPN,ATL,10:10,12:22
114850,2023-01-8,10905,GRR,MSP,10:17,10:51
114851,2023-01-8,10906,DTW,PIA,10:09,10:29
114852,2023-01-8,10907,CHA,ATL,10:10,11:03
114853,2023-01-8,10908,DTW,GSO,10:12,11:39
114854,2023-01-8,10909,LGA,IAD,11:35,12:48
114857,2023-01-8,10910,BUF,ORD,14:39,16:10
114858,2023-01-8,10911,EWR,IAD,10:46,11:47
114868,2023-01-8,10912,IAH,JAN,10:11,11:22
114877,2023-01-8,10913,DTW,LEX,10:08,11:11
114878,2023-01-8,10914,MSP,MDW,10:11,12:06
114879,2023-01-8,10915,GTR,ATL,10:13,12:15
114890,2023-01-8,10916,IAH,CMH,10:14,13:40
114891,2023-01-8,10917,BHM,DTW,10:34,13:23
114899,2023-01-8,10918,LNK,ORD,10:07,11:39
114934,2023-01-8,10919,IAH,AEX,10:15,11:09
114935,2023-01-8,10920,CID,DTW,10:19,13:06
114951,2023-01-8,10921,IAH,GPT,10:17,11:27
114958,2023-01-8,10922,GSO,EWR,10:46,12:30
114959,2023-01-8,10923,AGS,ATL,10:19,11:07
114963,2023-01-8,10924,AVL,ATL,10:36,11:23
115001,2023-01-8,10925,EVV,DTW,10:20,12:31
115002,2023-01-8,10926,DTW,ERI,12:02,12:49
115003,2023-01-8,10927,ATL,CSG,10:22,11:02
115004,2023-01-8,10928,ATL,GSP,10:27,11:11
115014,2023-01-8,10929,ATL,CHO,10:19,11:46
115015,2023-01-8,10930,ATL,GRK,10:22,11:47
115023,2023-01-8,10931,SGF,ATL,10:31,13:01
115028,2023-01-8,10932,BUF,EWR,13:57,15:40
115029,2023-01-8,10933,FSD,ORD,10:24,11:52
115030,2023-01-8,10934,ATL,MLU,10:28,11:20
115031,2023-01-8,10935,ATL,ABY,10:23,11:11
115041,2023-01-8,10936,IAH,CVG,10:26,13:34
115042,2023-01-8,10937,DCA,CLE,10:14,11:26
115100,2023-01-8,10938,ORD,DTW,10:28,12:44
115101,2023-01-8,10939,EWR,CHS,10:29,12:18
115102,2023-01-8,10940,TUS,DEN,10:24,12:19
115115,2023-01-8,10941,ATL,ABE,10:29,12:47
115116,2023-01-8,10942,ATL,DHN,10:29,10:21
115119,2023-01-8,10943,SJT,DFW,10:22,11:21
115126,2023-01-8,10944,ICT,ORD,10:33,12:21
115127,2023-01-8,10945,IAH,XNA,10:25,11:46
115128,2023-01-8,10946,IAH,CHS,11:14,14:24
115129,2023-01-8,10947,FAR,ORD,11:30,13:48
115134,2023-01-8,10948,ATL,FAY,10:32,11:45
115171,2023-01-8,10949,TRI,ATL,10:31,11:33
115181,2023-01-8,10950,ATL,EVV,12:17,12:36
115184,2023-01-8,10951,MCI,ORD,11:41,13:14
115185,2023-01-8,10952,TUL,ORD,10:31,12:17
115186,2023-01-8,10953,DAY,ORD,10:47,10:58
115187,2023-01-8,10954,GSO,ATL,15:21,16:50
115190,2023-01-8,10955,MLI,DFW,10:37,13:21
115191,2023-01-8,10956,CAK,ORD,10:32,11:18
115192,2023-01-8,10957,LEX,ORD,11:12,11:48
115229,2023-01-8,10958,DEN,BHM,11:44,14:57
115230,2023-01-8,10959,MLU,IAH,10:38,11:44
115231,2023-01-8,10960,TLH,ATL,10:38,11:35
115232,2023-01-8,10961,ROC,IAD,10:39,11:49
115233,2023-01-8,10962,IAH,DAL,10:35,11:37
115234,2023-01-8,10963,IND,ORD,10:49,10:59
115254,2023-01-8,10964,BTR,DFW,10:33,11:53
115264,2023-01-8,10965,OKC,IAH,10:35,12:03
115266,2023-01-8,10966,PIA,DTW,11:53,14:02
115270,2023-01-8,10967,TUL,IAH,10:41,12:08
115310,2023-01-8,10968,DEN,DIK,10:40,12:34
115387,2023-01-8,10969,ORD,DAY,10:45,12:46
115388,2023-01-8,10970,OMA,ATL,10:48,13:33
115389,2023-01-8,10971,DTW,ORD,10:45,10:59
115398,2023-01-8,10972,LBB,IAH,10:48,12:23
115413,2023-01-8,10973,BRO,IAH,10:44,11:57
115414,2023-01-8,10974,HRL,IAH,10:46,11:52
115460,2023-01-8,10975,DFW,BRO,10:46,12:19
115461,2023-01-8,10976,MFE,IAH,10:42,11:52
115462,2023-01-8,10977,IAH,HOB,10:48,11:38
115463,2023-01-8,10978,CRP,IAH,10:50,11:42
115464,2023-01-8,10979,DHN,ATL,10:48,12:39
115465,2023-01-8,10980,ROA,ATL,10:50,12:03
115474,2023-01-8,10981,ATL,MOB,10:57,11:17
115475,2023-01-8,10982,ATL,GSO,11:58,13:01
115480,2023-01-8,10983,DEN,HSV,11:16,14:27
115489,2023-01-8,10984,COS,DEN,10:50,11:33
115497,2023-01-8,10985,EWR,ROC,12:16,13:27
115498,2023-01-8,10986,EWR,JAX,11:12,13:34
115576,2023-01-8,10987,DFW,SHV,10:56,11:48
115577,2023-01-8,10988,GSP,EWR,11:45,13:35
115578,2023-01-8,10989,LGA,CLE,10:54,12:37
115579,2023-01-8,10990,EWR,DTW,10:55,12:55
115590,2023-01-8,10991,BTV,ORD,10:50,12:47
115601,2023-01-8,10992,EWR,MKE,10:57,12:40
115602,2023-01-8,10993,GRR,ORD,11:03,11:19
115603,2023-01-8,10994,MDW,MSP,12:19,13:50
115615,2023-01-8,10995,DEN,LBB,11:02,13:23
115622,2023-01-8,10996,BPT,DFW,11:04,12:17
115623,2023-01-8,10997,STL,ORD,11:28,12:51
115658,2023-01-8,10998,RDU,LGA,10:50,12:29
115659,2023-01-8,10999,PVD,DTW,11:02,13:11
115660,2023-01-8,11000,PHF,ATL,10:59,12:51
115661,2023-01-8,11001,LGA,CLE,11:00,12:51
115673,2023-01-8,11002,VLD,ATL,11:01,12:00
115686,2023-01-8,11003,ATL,BQK,11:04,12:10
115735,2023-01-8,11004,LGA,MCI,11:46,13:49
115736,2023-01-8,11005,AEX,ATL,11:05,13:25
115737,2023-01-8,11006,BNA,EWR,11:01,14:09
115738,2023-01-8,11007,DEN,GJT,11:15,12:09
115765,2023-01-8,11008,MEM,EWR,11:14,14:38
115766,2023-01-8,11009,ORF,DTW,11:10,13:06
115774,2023-01-8,11010,MSP,EWR,11:04,15:01
115781,2023-01-8,11011,MSP,BIS,11:51,13:48
115782,2023-01-8,11012,ATW,ORD,11:37,12:46
115783,2023-01-8,11013,MLI,ORD,15:53,17:02
115785,2023-01-8,11014,DEN,TUS,11:23,13:34
115840,2023-01-8,11015,PIA,ATL,11:10,13:38
115841,2023-01-8,11016,DFW,DTW,11:14,14:47
115842,2023-01-8,11017,GRB,ORD,11:07,12:50
115861,2023-01-8,11018,IND,ORD,11:10,11:07
115868,2023-01-8,11019,ATL,GNV,11:15,12:30
115869,2023-01-8,11020,CID,ORD,11:13,12:05
115870,2023-01-8,11021,AMA,IAH,11:04,12:36
115926,2023-01-8,11022,CLE,IAH,11:17,13:26
115927,2023-01-8,11023,EVV,ATL,13:00,15:29
115928,2023-01-8,11024,MCI,LGA,11:12,14:40
115945,2023-01-8,11025,TUS,IAH,11:08,14:37
115950,2023-01-8,11026,GGG,DFW,11:22,12:14
115951,2023-01-8,11027,MSN,ORD,11:30,12:25
115952,2023-01-8,11028,BNA,IAH,11:17,13:20
115960,2023-01-8,11029,ATL,XNA,11:58,12:51
115998,2023-01-8,11030,IAH,GRK,11:23,12:17
115999,2023-01-8,11031,IAH,MOB,11:20,12:42
116000,2023-01-8,11032,IAH,MAF,11:50,13:13
116001,2023-01-8,11033,IAH,CRP,11:21,12:20
116002,2023-01-8,11034,IAH,LFT,11:23,12:18
116003,2023-01-8,11035,PHL,MSP,11:18,13:22
116005,2023-01-8,11036,IAH,ABQ,11:19,12:25
116007,2023-01-8,11037,IAH,OMA,11:19,13:27
