,org_airport,dest_airport,distance
794,DFW,DSM,19.697715603592208
795,GRK,DFW,3.0
796,PNS,DFW,16.316862443496913
797,GJT,DFW,20.86144769664848
798,HPN,ORD,22.400000000000002
799,BMI,DFW,19.266551326067674
800,DFW,MAF,10.198039027185569
801,ATL,FLL,16.1245154965971
802,ACY,FLL,22.908513701242168
803,LBE,RSW,22.627416997969522
804,IAH,LAS,25.42754412050051
805,FLL,MCO,6.708203932499369
806,ASE,DEN,6.0
807,BUR,SFO,10.0
808,SEA,PDX,6.0
809,RKS,DEN,10.770329614269007
810,SBA,SFO,8.48528137423857
811,BOI,ORD,34.88266044899672
812,CPR,SLC,10.770329614269007
813,MSY,IAH,10.0
814,MIA,TPA,8.485281374238571
815,BTR,IAH,8.246211251235321
816,BTV,ORD,22.908513701242168
817,FLL,BWI,21.76235281397671
818,SFO,BOI,16.97056274847714
819,ORD,SFO,42.27339588914048
820,BDL,FLL,27.200000000000003
821,CMH,TPA,19.200000000000003
822,DAL,BWI,25.42754412050051
823,DAL,STL,16.97056274847714
824,MCO,LAS,41.91419807177515
825,MDW,MCO,22.908513701242168
826,OAK,HOU,33.79230681678894
827,SAT,ELP,16.492422502470642
828,TPA,BWI,21.466252583997985
829,TUS,DEN,18.439088914585774
830,SNA,EWR,52.279250185900715
831,RDU,CLT,6.0
832,MKE,PHX,31.884792613407413
833,BWI,PHX,43.79589021814718
834,ORF,DFW,25.653069991718336
835,MIA,LAX,46.59957081347424
836,MIA,JFK,26.484712571594958
837,IND,DFW,20.86144769664848
838,CMH,DFW,26.484712571594958
839,LAS,LGB,8.48528137423857
840,LGB,SMF,11.661903789690601
841,FLL,JAX,8.246211251235321
842,STL,ATL,15.620499351813308
843,MSP,LGA,24.475293665245363
844,SEA,JFK,59.39696961966999
845,SAN,DTW,42.528108352006434
846,MSP,TUS,24.970382456021774
847,LIT,ATL,16.1245154965971
848,FSD,DFW,17.672577627499617
849,EUG,LAX,19.332873557751316
850,SJC,LAX,10.0
851,LAX,SLC,19.79898987322333
852,SHV,IAH,7.211102550927978
853,MCO,BOS,27.527440854536408
854,LAX,HNL,48.965293831447596
855,ORF,CLT,8.246211251235321
856,AUS,BWI,27.41678318111007
857,CAK,BOS,16.316862443496913
858,CMH,RSW,20.86144769664848
859,DAL,LGA,29.22190958852621
860,LAS,SNA,7.211102550927978
861,SAN,DAL,25.2
862,ONT,MDW,36.96701232179847
863,PIT,PHX,39.308014449982075
864,ANC,SCC,18.110770276274835
865,SEA,ONT,22.285421243494593
866,PHL,SLC,43.216663452885854
867,CVG,ATL,12.0
868,BOS,TPA,29.76172038038124
869,IND,ATL,12.649110640673518
870,TVC,ORD,7.211102550927978
871,DCA,DEN,32.42221460665511
872,ALO,ORD,10.198039027185569
873,TLH,MIA,12.806248474865697
874,TPA,DTW,24.053274205396654
875,ASE,ORD,30.56795707926848
876,MEM,LAX,34.88266044899672
877,RIC,EWR,8.48528137423857
878,AUS,LGB,25.45584412271571
879,CLE,SFO,49.43359181771035
880,MSY,CLT,18.659046063504963
881,BOI,DEN,20.238577025077632
882,BNA,LAS,34.8
883,CMH,LAS,39.763299661874136
884,DCA,BNA,18.439088914585774
885,ISP,PBI,25.043961347997648
886,MCO,MDW,22.908513701242168
887,SAN,SJC,12.806248474865697
888,STL,LAS,30.095846889562686
889,HOU,MDW,23.075528162969533
890,PBI,EWR,24.37047393876451
891,MIA,SFO,52.41679120281973
892,ELP,DFW,18.110770276274835
893,DFW,RDU,30.77661449867415
894,RNO,DFW,27.70415131347647
895,SMF,SEA,18.110770276274835
896,MCO,HPN,24.422940035957996
897,MEM,MCO,17.00823330037544
898,CLT,ATL,8.94427190999916
899,PHX,JFK,47.54787061478148
900,CLE,LGA,16.1245154965971
901,IAD,CVG,14.142135623730951
902,MCO,MDT,20.8
903,MHK,ORD,18.439088914585774
904,TUS,LAX,16.1245154965971
905,IMT,RHI,3.0
906,MRY,LAX,8.48528137423857
907,ASE,LAX,21.466252583997985
908,EWR,PBI,24.37047393876451
909,SFO,SBP,8.485281374238571
910,DTW,IAH,28.30688962072661
911,ORD,MKE,3.0
912,IAH,BWI,25.765092664300663
913,ORD,LAX,38.41874542459709
914,LAX,BNA,38.56838083197167
915,LGA,DAL,29.22190958852621
916,MCI,MCO,27.247018185482247
917,ALB,FLL,27.94279871451677
918,PVD,TPA,28.487190103623774
919,SFO,LAS,14.142135623730951
920,PDX,LAS,18.24280680158621
921,TPA,PHX,36.712940497868054
922,DFW,PHL,27.70415131347647
923,IAD,MIA,21.346662502602136
924,MIA,MCO,6.324555320336759
925,BDL,DFW,31.884792613407413
926,SEA,JNU,26.046112953759533
927,PDX,KOA,51.36224294167847
928,OAK,OGG,45.61578674099571
929,ATL,SLC,33.47118163435525
930,CVG,TPA,19.464840096954305
931,PDX,SLC,19.332873557751316
932,ORD,RIC,17.232527382830412
933,CLE,MSP,19.790907002964772
934,IAH,DTW,28.30688962072661
935,IAH,CMH,26.241951146970763
936,DFW,HOU,7.211102550927978
937,LCH,DFW,8.94427190999916
938,LIT,ORD,17.204650534085253
939,BIS,DFW,22.908513701242168
940,DFW,CVG,23.62371689637344
941,IAH,MCO,22.45707015618912
942,ORF,ORD,19.332873557751316
943,LAX,CLD,3.0
944,TYS,ORD,14.422205101855956
945,ELP,DEN,16.492422502470642
946,JNU,KTN,8.48528137423857
947,HNL,SFO,46.18051537174525
948,JAC,DEN,14.422205101855956
949,PHX,IAD,42.42640687119285
950,IAH,IAD,24.149534156997728
951,ORD,CLT,18.439088914585774
952,BDL,DEN,38.47492690051536
953,DEN,CAK,27.62607463973121
954,ATL,DAL,19.266551326067674
955,PIT,RSW,22.45707015618912
956,RIC,MCO,19.697715603592208
957,CMH,PHX,36.712940497868054
958,DTW,PHX,36.43734348165354
959,SJC,ORD,41.08138264469685
960,ABQ,DFW,18.973665961010276
961,PSP,DFW,30.442076144704714
962,TPA,LAX,43.79589021814718
963,FLL,MSP,26.64432397340942
964,IAH,ATL,18.727519857151403
965,ATL,BDL,23.075528162969533
966,RAP,DFW,21.466252583997985
967,DFW,CRP,10.0
968,MEI,DFW,18.0
969,CVG,FLL,21.76235281397671
970,DBQ,ORD,6.324555320336759
971,GCK,DFW,11.661903789690601
972,GNV,MIA,8.94427190999916
973,BRD,MSP,6.708203932499369
974,SAT,DTW,31.759093186046734
975,MCO,CLE,20.8
976,IAH,EWR,28.447847018711272
977,IAH,GPT,12.165525060596439
978,DIK,DEN,14.560219778561036
979,BTV,LGA,8.0
980,IAH,LAX,28.014282071829005
981,LGA,IAH,29.516097302997224
982,ATL,SFO,45.851935618902715
983,LGA,TPA,25.298221281347036
984,BNA,SLC,30.381573362813192
985,CLT,PHX,38.47492690051536
986,LAS,BUR,7.211102550927978
987,RDU,LAS,44.41621325597219
988,IAH,DEN,21.525798475317938
989,PHL,ORD,19.464840096954305
990,STL,PHX,27.073234014428348
991,STL,ORD,8.48528137423857
992,DFW,MCI,15.231546211727817
993,DFW,LAS,29.50254226333724
994,GSO,ATL,11.661903789690601
995,MSP,PIT,21.76235281397671
996,SDF,ATL,10.198039027185569
997,DFW,DTW,27.527440854536408
998,BWI,SLC,42.017139360027834
999,CHS,ATL,8.246211251235321
1000,DEN,LGA,37.21934980624997
1001,HPN,RSW,27.200000000000003
1002,LBB,IAH,14.422205101855956
1003,CAE,ATL,6.0
1004,AVP,ORD,19.200000000000003
1005,GSO,DFW,29.50254226333724
1006,SGF,ORD,14.422205101855956
1007,CMI,ORD,4.242640687119286
1008,DFW,SHV,8.0
1009,DFW,TYS,22.908513701242168
1010,COU,ORD,11.661903789690601
1011,FLL,DTW,26.046112953759533
1012,ACY,MCO,20.86144769664848
1013,RDM,LAX,18.24280680158621
1014,HLN,SLC,12.0
1015,OKC,SLC,23.78570999570961
1016,SFO,SMF,4.242640687119286
1017,MSP,SFO,35.799441336423115
1018,DFW,SFO,30.594117081556707
1019,BTM,SLC,10.198039027185569
1020,CVG,RSW,21.346662502602136
1021,STL,SFO,38.41874542459709
1022,BOS,DEN,39.763299661874136
1023,FLL,DEN,32.75362575349483
1024,CMH,ORD,10.770329614269007
1025,TPA,MIA,8.485281374238571
1026,MEM,CLT,18.0
1027,PHL,MIA,23.78570999570961
1028,ATL,MDW,17.08800749063506
1029,ELP,AUS,18.110770276274835
1030,EWR,MDW,20.86144769664848
1031,ISP,MCO,23.075528162969533
1032,MCI,BWI,28.8
1033,MCI,MSY,17.232527382830412
1034,MCO,BNA,18.867962264113206
1035,LAX,IAD,49.564503427352115
1036,LAS,LAX,8.48528137423857
1037,DFW,BDL,31.884792613407413
1038,PBI,DFW,28.844410203711917
1039,SEA,KTN,19.266551326067674
1040,JNU,ANC,24.47529366524537
1041,TPA,DCA,19.332873557751316
1042,BOS,MCO,27.527440854536408
1043,MSP,PDX,34.82068350851258
1044,RSW,DFW,27.3408119850161
1045,IAH,IND,21.525798475317938
1046,DFW,LIT,10.770329614269007
1047,LAX,SMF,11.661903789690601
1048,DEN,PDX,30.357865537616444
1049,BDL,RSW,27.988569095257443
1050,IND,BWI,16.0
1051,LAS,DAL,31.06638054231616
1052,LAS,SAT,29.415642097360376
1053,LAX,DAL,26.427258654654285
1054,MCO,DAL,24.83867951401604
1055,MCO,STL,21.525798475317938
1056,PHX,HOU,27.94279871451677
1057,TUL,DAL,8.246211251235321
1058,DFW,SJC,29.418361613115028
1059,RDU,ORD,17.30664612222715
1060,JFK,RDU,14.142135623730951
1061,JFK,IAD,8.94427190999916
1062,RSW,MSP,25.959969183340725
1063,BWI,ATL,16.0
1064,JFK,SRQ,25.298221281347036
1065,TTN,CVG,16.079800993793423
1066,DFW,TUL,8.94427190999916
1067,DFW,GRK,3.0
1068,DFW,PNS,16.316862443496913
1069,MEM,ORD,12.649110640673518
1070,OKC,ORD,18.659046063504963
1071,OKC,SFO,30.095846889562686
1072,LAX,SAN,4.242640687119286
1073,IAD,ORD,16.70449041425688
1074,BOI,IAH,30.28663071389751
1075,AUS,DEN,18.24280680158621
1076,ORD,BTV,22.908513701242168
1077,ORD,DSM,12.0
1078,SFO,IAD,54.01333168764911
1079,BNA,CLT,12.165525060596439
1080,STL,CLT,16.70449041425688
1081,AUS,PHL,28.52367437761131
1082,ATL,PHX,33.6
1083,SAN,IAD,48.536996198776045
1084,LGA,DEN,37.21934980624997
1085,CLT,BWI,11.313708498984761
1086,DAL,ATL,19.266551326067674
1087,DAL,FLL,27.3408119850161
1088,DAL,LAS,31.06638054231616
1089,DAL,PHX,25.649951267010238
1090,MDW,DEN,27.387588429797905
1091,MSY,LAS,31.153811965793206
1092,PIT,LAS,42.27339588914048
1093,STL,MDW,8.48528137423857
1094,DFW,IND,20.86144769664848
1095,DFW,SEA,34.9857113690718
1096,JFK,CHS,17.00823330037544
1097,JAX,ATL,8.48528137423857
1098,SAV,ATL,6.324555320336759
1099,SLC,DTW,33.68560523428368
1100,EWR,DAY,16.079800993793423
1101,OKC,DTW,25.043961347997648
1102,SCE,ORD,16.079800993793423
1103,ELM,ORD,17.672577627499617
1104,SYR,ORD,17.88854381999832
1105,DEN,DCA,32.42221460665511
1106,DCA,ORD,16.70449041425688
1107,ASE,IAH,23.78570999570961
1108,COS,ORD,27.62028240261131
1109,CLT,IAH,25.848791074245618
1110,RKS,SLC,6.708203932499369
1111,PIH,SLC,6.708203932499369
1112,IAH,AUS,6.708203932499369
1113,BUF,PHX,42.20521294816554
1114,DAL,TUL,8.246211251235321
1115,STL,MCO,21.525798475317938
1116,PHL,DEN,34.8
1117,CLE,TPA,22.45707015618912
1118,RSW,ORD,25.848791074245618
1119,ICT,DFW,10.0
1120,PDX,BOS,45.97934318800129
1121,SEA,BUR,21.76235281397671
1122,SLC,SFO,18.24280680158621
1123,DFW,OKC,6.0
1124,MOB,IAH,14.142135623730951
1125,SJC,OGG,46.692183500024925
1126,MSP,MCO,24.0
1127,SUN,SLC,8.48528137423857
1128,LWS,SLC,16.97056274847714
1129,IDA,SLC,6.324555320336759
1130,EWR,RDU,12.806248474865697
1131,AUS,LAS,30.357865537616444
1132,BNA,STL,8.94427190999916
1133,BUR,LAS,7.211102550927978
1134,BWI,TPA,21.466252583997985
1135,FLL,HOU,24.47529366524537
1136,GSP,HOU,22.285421243494593
1137,LAS,MKE,34.36277055186325
1138,MCI,LAS,25.45584412271571
1139,PBI,BWI,21.76235281397671
1140,DEN,EWR,36.019994447528724
1141,DEN,SFO,28.977232442039735
1142,DFW,SNA,24.029981273400946
1143,DFW,EWR,29.22190958852621
1144,JFK,SAV,18.10193359837562
1145,STL,SLC,25.314027731674784
1146,LIT,IAH,11.661903789690601
1147,DFW,XNA,10.0
1148,TUL,IAH,14.0
1149,DEN,COS,3.0
1150,DEN,GJT,8.0
1151,OKC,IAH,12.649110640673518
1152,DCA,PBI,19.790907002964772
1153,CAE,ORD,16.0
1154,VEL,SLC,6.0
1155,DEN,BZN,18.439088914585774
1156,SLC,ORD,28.824989158714352
1157,LGA,CLT,17.204650534085253
1158,EWR,CLE,14.142135623730951
1159,DEN,SNA,22.908513701242168
1160,DEN,PUB,3.0
1161,BWI,IAH,25.765092664300663
1162,PIT,LAX,46.367229807267975
1163,ALB,CLT,19.79898987322333
1164,PBI,PHL,22.285421243494593
1165,IND,SFO,43.26661530556787
1166,SAN,SFO,14.142135623730951
1167,SFO,DCA,54.01333168764911
1168,DAL,DCA,31.87977415227404
1169,LAS,BOI,14.142135623730951
1170,LAS,MDW,34.13151036798694
1171,MEM,MDW,12.649110640673518
1172,MSY,DCA,25.298221281347036
1173,ABQ,PHX,12.649110640673518
1174,HOU,HRL,7.211102550927978
1175,BOS,SFO,46.12006071114825
1176,JFK,ORD,22.45707015618912
1177,TUL,ORD,18.867962264113206
1178,DFW,HDN,20.489997559785117
1179,IAD,LAX,49.564503427352115
1180,DFW,MEM,17.08800749063506
1181,DFW,RIC,24.738633753705965
1182,JAC,DFW,27.247018185482247
1183,LAX,MCO,44.80357128622673
1184,DCA,SEA,55.06941074680207
1185,ORD,SEA,42.61267417095529
1186,ANC,JNU,24.47529366524537
1187,SEA,GEG,10.0
1188,HPN,FLL,26.484712571594958
1189,SFO,BOS,46.12006071114825
1190,JFK,JAX,20.489997559785117
1191,JAX,FLL,8.246211251235321
1192,MCO,ORH,27.527440854536408
1193,OMA,DTW,19.266551326067674
1194,TPA,MSP,24.298148077579903
1195,ABQ,ATL,26.508866441249427
1196,MDW,ATL,17.08800749063506
1197,JFK,MSP,24.475293665245363
1198,DTW,PBI,26.046112953759533
1199,BZN,ATL,35.455888086465976
1200,EWR,RSW,25.043961347997648
1201,MCO,BUF,22.908513701242168
1202,SAV,LGA,18.10193359837562
1203,XNA,DEN,16.70449041425688
1204,EWR,SYR,7.211102550927978
1205,BNA,DEN,29.197260145431457
1206,SAF,DEN,8.94427190999916
1207,PHX,HNL,55.88702890653608
1208,DFW,MKE,22.627416997969522
1209,STL,LGA,27.387588429797905
1210,PIA,ORD,6.708203932499369
1211,DFW,GSO,29.50254226333724
1212,DFW,VPS,17.88854381999832
1213,DFW,LAW,6.708203932499369
1214,SAV,IAH,22.908513701242168
1215,FLL,ACY,22.908513701242168
1216,MCI,SFO,33.68560523428368
1217,COS,SEA,24.149534156997728
1218,SLC,PDX,19.332873557751316
1219,ORD,DCA,16.70449041425688
1220,COS,SFO,28.844410203711917
1221,YUM,PHX,6.708203932499369
1222,FLG,PHX,6.708203932499369
1223,DEN,SAN,23.62371689637344
1224,IAD,SFO,54.01333168764911
1225,MCO,ORD,22.908513701242168
1226,JFK,CLT,17.204650534085253
1227,FCA,DEN,21.525798475317938
1228,MCI,IAD,27.247018185482247
1229,BWI,BOS,11.661903789690601
1230,MIA,DTW,27.62028240261131
1231,DEN,SAT,18.659046063504963
1232,LAX,SAT,24.475293665245363
1233,BDL,CLT,16.0
1234,ATL,HOU,18.727519857151403
1235,GRR,DEN,30.77661449867415
1236,MCI,DAL,14.560219778561036
1237,MSY,DEN,27.527440854536408
1238,ROC,MDW,16.316862443496913
1239,STL,BWI,22.45707015618912
1240,TPA,HOU,21.04471430074545
1241,IAD,DEN,32.42221460665511
1242,DEN,RSW,31.703627552694975
1243,SFO,HNL,46.18051537174525
1244,ORD,LAS,34.13151036798694
1245,IAD,TPA,19.332873557751316
1246,OMA,PHX,30.0612707648895
1247,SNA,ORD,37.258019271024054
1248,DFW,SAT,6.324555320336759
1249,SEA,MCO,54.226192932936016
1250,DEN,LAS,18.24280680158621
1251,DFW,LBB,8.246211251235321
1252,LAX,TUS,16.1245154965971
1253,BNA,MSP,17.00823330037544
1254,DEN,STL,22.45707015618912
1255,LAX,JAC,20.489997559785117
1256,AVL,ORD,15.620499351813308
1257,DEN,BIL,14.422205101855956
1258,DEN,TUS,18.439088914585774
1259,SFO,EUG,14.142135623730951
1260,ORD,ASE,30.56795707926848
1261,LGB,SEA,23.29635164569766
1262,DTW,DEN,25.45584412271571
1263,ORD,SAT,26.046112953759533
1264,SFO,SNA,12.806248474865697
1265,LAX,ASE,21.466252583997985
1266,HDN,DEN,6.324555320336759
1267,JMS,DEN,18.439088914585774
1268,ORD,TVC,7.211102550927978
1269,SMF,IAD,52.8
1270,DTW,JFK,16.316862443496913
1271,DEN,MTJ,6.324555320336759
1272,IAD,SAN,48.536996198776045
1273,IAD,SEA,55.06941074680207
1274,LAX,RDU,48.05996254680189
1275,SYR,CLT,17.88854381999832
1276,PWM,CLT,20.489997559785117
1277,ORD,SAN,37.58510343207798
1278,ATL,PHL,17.30664612222715
1279,BDL,MCO,25.298221281347036
1280,BWI,STL,22.45707015618912
1281,DAL,DEN,17.00823330037544
1282,DAL,MCO,24.83867951401604
1283,ELP,DAL,16.079800993793423
1284,ISP,BWI,6.324555320336759
1285,SAN,HOU,26.64432397340942
1286,BUF,BOS,14.0
1287,DTW,RSW,25.799224794555357
1288,JAX,MSP,29.50254226333724
1289,ATL,OKC,21.04471430074545
1290,ATL,DEN,25.05673562138532
1291,ORD,CHS,18.24280680158621
1292,ROA,ORD,17.88854381999832
1293,CHA,ATL,6.708203932499369
1294,EYW,ATL,18.973665961010276
1295,ITO,OGG,4.242640687119286
1296,BNA,LGA,21.76235281397671
1297,DFW,CAE,25.649951267010238
1298,MEM,MIA,21.525798475317938
1299,MYR,FLL,14.560219778561036
1300,ABQ,SFO,25.799224794555357
1301,PDX,IAD,54.64942817633136
1302,IAD,LAS,45.66311421705707
1303,ATL,RSW,15.231546211727817
1304,DEN,BOI,20.238577025077632
1305,ORD,IND,6.708203932499369
1306,ORD,PHL,19.464840096954305
1307,LGB,SFO,11.313708498984761
1308,ORD,MSY,19.790907002964772
1309,PBI,HPN,26.484712571594958
1310,IAD,ATL,17.204650534085253
1311,EWR,MEM,25.298221281347036
1312,LAX,BZN,22.22791038311969
1313,BWI,DEN,33.6
1314,PHX,PHL,44.97999555357915
1315,DEN,CLT,29.19726014543145
1316,DTW,CLT,15.231546211727817
1317,LAS,CMH,39.763299661874136
1318,MCO,PVD,26.241951146970763
1319,RNO,SAN,14.560219778561036
1320,SLC,LAS,11.313708498984761
1321,SLC,MDW,28.824989158714352
1322,TUL,MDW,18.867962264113206
1323,TUS,MDW,29.637813684548323
1324,RSW,CLT,18.110770276274835
1325,TUS,ORD,29.637813684548323
1326,LAX,DCA,49.564503427352115
1327,DFW,AUS,6.0
1328,SEA,DCA,55.06941074680207
1329,SEA,BWI,56.02856414365801
1330,PHL,BOS,10.0
1331,LAX,OGG,48.19460550725569
1332,SEA,HNL,52.320550455819934
1333,ATL,MEM,10.770329614269007
1334,CAK,ORD,12.165525060596439
1335,CRW,ORD,13.416407864998739
1336,DFW,HSV,17.88854381999832
1337,DFW,GPT,16.492422502470642
1338,MQT,ORD,10.0
1339,CHO,ORD,18.973665961010276
1340,DFW,SLC,25.799224794555357
1341,SLC,CDC,7.211102550927978
1342,IAD,MCO,17.232527382830412
1343,EWR,CHS,16.0
1344,IAD,CLE,10.0
1345,DTW,MCO,22.627416997969522
1346,PBI,CLT,18.0
1347,SFO,FLL,52.099904030621786
1348,AUS,DAL,6.708203932499369
1349,CHS,MDW,18.24280680158621
1350,ABQ,SAN,18.24280680158621
1351,EWR,LAS,49.43359181771035
1352,PHX,SJC,19.697715603592208
1353,ATL,LAS,37.37378760575385
1354,MSP,DTW,16.316862443496913
1355,PHL,MSP,29.89046670763105
1356,IAD,GSO,8.485281374238571
1357,DSM,ORD,12.0
1358,GJT,PHX,14.422205101855956
1359,ATL,ORD,17.08800749063506
1360,PHX,YUM,6.708203932499369
1361,ATL,PBI,16.1245154965971
1362,ATL,LAX,40.8
1363,IAD,PIT,7.211102550927978
1364,DEN,IAD,32.42221460665511
1365,BNA,IAH,18.24280680158621
1366,SFO,PHL,56.451040734427565
1367,RSW,DCA,20.238577025077632
1368,BWI,ABQ,36.31859028101174
1369,BWI,MEM,21.76235281397671
1370,BWI,RSW,22.285421243494593
1371,MCO,IND,19.332873557751316
1372,DCA,LAS,45.66311421705707
1373,DFW,MSY,15.231546211727817
1374,HNL,SEA,52.320550455819934
1375,ATL,TLH,6.0
1376,CVG,SLC,32.42221460665511
1377,DFW,MLI,18.24280680158621
1378,DFW,SAV,25.6
1379,DFW,AMA,10.0
1380,TPA,FLL,6.708203932499369
1381,COS,SLC,14.560219778561036
1382,LAX,BOI,16.316862443496913
1383,ATL,JAX,8.48528137423857
1384,TPA,CLE,22.45707015618912
1385,DEN,SLC,14.142135623730951
1386,BUR,DEN,23.78570999570961
1387,ORD,SNA,37.258019271024054
1388,JFK,HOU,29.516097302997224
1389,BWI,CHS,16.1245154965971
1390,BWI,PBI,21.76235281397671
1391,DAL,HOU,6.324555320336759
1392,DAL,TPA,23.78570999570961
1393,FLL,BNA,18.659046063504963
1394,MDW,LAS,34.13151036798694
1395,SAN,AUS,24.119701490690137
1396,STL,DAL,16.97056274847714
1397,PDX,MCI,34.36277055186325
1398,DCA,SFO,54.01333168764911
1399,DFW,CMH,26.484712571594958
1400,SEA,TPA,53.665631459994955
1401,BOS,RSW,30.18873962258113
1402,BOS,LAS,53.28864794681884
1403,ATL,MSP,22.740272645683035
1404,DTW,MKE,8.0
1405,DTW,TPA,24.053274205396654
1406,LAX,EGE,21.466252583997985
1407,MCO,DTW,22.627416997969522
1408,RIC,MSP,27.94279871451677
1409,ATL,MOB,10.0
1410,DEN,MDW,27.387588429797905
1411,TTN,FLL,24.37047393876451
1412,CVG,ORD,7.211102550927978
1413,GRR,ORD,6.708203932499369
1414,DFW,JAN,14.0
1415,FWA,ORD,6.708203932499369
1416,FLL,MSY,16.70449041425688
1417,MOT,MSP,17.88854381999832
1418,TUS,SLC,16.1245154965971
1419,ORD,FWA,6.708203932499369
1420,TUL,SLC,26.38787600395303
1421,DFW,MSN,21.76235281397671
1422,DEN,BIS,16.1245154965971
1423,SFO,MFR,10.0
1424,DTW,APN,6.0
1425,ATL,BWI,16.0
1426,LBB,DEN,13.416407864998739
1427,RDU,IAH,28.844410203711917
1428,SBA,LAX,4.242640687119286
1429,CLT,EWR,15.620499351813308
1430,ORD,PDX,42.27339588914048
1431,BWI,DAL,25.42754412050051
1432,BWI,JAX,16.473008225579203
1433,DEN,DAL,17.00823330037544
1434,DSM,MDW,12.0
1435,LAS,ABQ,18.110770276274835
1436,MDW,BHM,16.1245154965971
1437,SJC,ONT,10.0
1438,GEG,PHX,23.78570999570961
1439,DFW,OMA,18.439088914585774
1440,SLC,SAN,16.0
1441,SEA,LIH,54.26601146205606
1442,BOS,RDU,19.79898987322333
1443,STL,DTW,16.1245154965971
1444,DTW,DCA,14.422205101855956
1445,DTW,SLC,33.68560523428368
1446,RDU,MSP,27.988569095257443
1447,DTW,SEA,47.18304780321
1448,DTW,SRQ,24.053274205396654
1449,DEN,MCI,16.0
1450,DFW,LFT,12.649110640673518
1451,DFW,GRR,24.992798962901293
1452,DAY,ORD,7.211102550927978
1453,ORD,RSW,25.848791074245618
1454,LAX,ELP,19.464840096954305
1455,SFO,MMH,8.0
1456,PIA,DEN,24.053274205396654
1457,SFO,CEC,8.94427190999916
1458,EWR,CMH,16.1245154965971
1459,MCO,FLL,6.708203932499369
1460,SFO,SBA,8.48528137423857
1461,SFO,RNO,7.211102550927978
1462,MEM,DEN,24.83867951401604
1463,DEN,MSY,27.527440854536408
1464,OAK,ORD,42.27339588914048
1465,DFW,SAN,24.0
1466,ASE,SFO,25.799224794555357
1467,ORD,OMA,16.0
1468,LAX,BWI,50.91168824543142
1469,PIT,DEN,28.824989158714352
1470,IND,LAS,34.9857113690718
1471,LAS,MCO,41.91419807177515
1472,MDW,DCA,16.70449041425688
1473,MKE,MCO,24.37047393876451
1474,SJC,DEN,27.387588429797905
1475,SMF,LAS,12.649110640673518
1476,STL,BNA,8.94427190999916
1477,DCA,LAX,49.564503427352115
1478,LAX,KOA,48.596296155159806
1479,RNO,ORD,38.47492690051536
1480,DFW,IAD,25.05673562138532
1481,SEA,FLL,56.348913032994695
1482,JFK,AUS,31.2
1483,CVG,SEA,46.59957081347424
1484,ATL,TPA,12.649110640673518
1485,DFW,JAX,25.799224794555357
1486,DFW,CLL,6.708203932499369
1487,BHM,IAH,19.697715603592208
1488,EVV,DTW,11.313708498984761
1489,DFW,LEX,22.908513701242168
1490,DFW,BHM,17.672577627499617
1491,ACY,PBI,22.908513701242168
1492,BIS,MSP,14.560219778561036
1493,SFO,ASE,25.799224794555357
1494,DTW,LAN,3.0
1495,OAK,LAX,11.313708498984761
1496,SFO,PDX,16.0
1497,DTW,SFO,47.18304780321
1498,DEN,CLE,27.70415131347647
1499,DTW,ORD,8.246211251235321
1500,ORD,SRQ,23.78570999570961
1501,BNA,PHX,31.40700558792576
1502,DEN,BWI,33.6
1503,LAS,OMA,24.738633753705965
1504,MDW,OAK,42.27339588914048
1505,MDW,SFO,42.27339588914048
1506,MDW,SLC,28.824989158714352
1507,PIT,BNA,14.422205101855956
1508,HOU,SAT,6.0
1509,IAH,SAN,26.64432397340942
1510,PHX,SNA,10.0
1511,PHX,SAN,10.198039027185569
1512,DFW,COS,18.439088914585774
1513,STL,LAX,34.13151036798694
1514,EGE,JFK,39.61817764612602
1515,PBI,LAX,46.367229807267975
1516,MCO,BDL,25.298221281347036
1517,DCA,BDL,11.661903789690601
1518,JFK,HNL,77.50980583126241
1519,MSN,DTW,12.165525060596439
1520,DTW,EWR,18.439088914585774
1521,SAT,JFK,32.77560068099439
1522,ORD,PNS,17.6
1523,AMA,DEN,10.0
1524,DTW,MSY,23.62371689637344
1525,ORD,OKC,18.659046063504963
1526,MSP,IAD,27.3408119850161
1527,ROC,ORD,16.316862443496913
1528,CMH,JFK,18.110770276274835
1529,ORD,DLH,14.142135623730951
1530,MLI,DEN,22.627416997969522
1531,CLE,DEN,27.70415131347647
1532,IAH,SDF,21.525798475317938
1533,MBS,ORD,7.211102550927978
1534,IAH,MAF,14.560219778561036
1535,ORD,MCI,14.560219778561036
1536,ATL,CLE,17.08800749063506
1537,IAH,LGA,29.516097302997224
1538,SAN,PHL,51.09520525450504
1539,BHM,BWI,18.659046063504963
1540,BNA,CHS,14.422205101855956
1541,CLT,MDW,18.439088914585774
1542,DAL,ELP,16.079800993793423
1543,DCA,TPA,19.332873557751316
1544,DTW,STL,16.1245154965971
1545,LIT,PHX,24.029981273400946
1546,MDW,SAN,37.58510343207798
1547,MSY,HOU,10.0
1548,MSY,MCO,18.110770276274835
1549,SAN,LAS,8.94427190999916
1550,SDF,PHX,32.95087252259035
1551,STL,BOS,31.06638054231616
1552,HOU,SAN,26.64432397340942
1553,IAH,SNA,26.832815729997478
1554,PHX,OGG,55.05633478538142
1555,PHX,LAS,8.48528137423857
1556,SAN,BOS,56.48929102051113
1557,ATL,BOS,25.298221281347036
