,ord_airport,dest_airport,depart_time,arr_time,day
5219,ELM,ORD,602.0,710.0,23
5220,ELM,DTW,856.0,1017.0,23
5221,ELM,DTW,1138.0,1254.0,23
5222,ELM,DTW,1524.0,1641.0,23
5223,ELM,ORD,1715.0,1810.0,23
5224,ELM,DTW,1724.0,1848.0,23
5225,ELM,DTW,553.0,717.0,24
5226,ELM,ORD,554.0,718.0,24
5227,ELM,DTW,856.0,1028.0,24
5228,ELM,DTW,1138.0,1258.0,24
5229,ELM,DTW,1625.0,1738.0,24
5230,ELM,ORD,1838.0,1940.0,24
5231,ELM,DTW,1740.0,1916.0,24
5232,ELM,DTW,600.0,735.0,25
5233,ELM,ORD,615.0,725.0,25
5234,ELM,DTW,853.0,1014.0,25
5235,ELM,DTW,1143.0,1253.0,25
5236,ELM,DTW,1520.0,1635.0,25
5237,ELM,ORD,1717.0,1831.0,25
5238,ELM,DTW,1718.0,1837.0,25
5239,ELM,DTW,555.0,721.0,26
5240,ELM,ORD,552.0,707.0,26
5241,ELM,DTW,849.0,1035.0,26
5242,ELM,DTW,1156.0,1318.0,26
5243,ELM,DTW,1524.0,1645.0,26
5244,ELM,ORD,1857.0,1953.0,26
5245,ELM,DTW,1800.0,1922.0,26
5246,ELM,DTW,559.0,720.0,27
5247,ELM,ORD,555.0,654.0,27
5248,ELM,DTW,853.0,1026.0,27
5249,ELM,DTW,1141.0,1300.0,27
5250,ELM,DTW,1524.0,1640.0,27
5251,ELM,ORD,1714.0,1758.0,27
5252,ELM,DTW,1720.0,1843.0,27
5253,ELM,ORD,606.0,707.0,28
5254,ELM,DTW,604.0,746.0,28
5255,ELM,DTW,938.0,1113.0,28
5256,ELM,DTW,1301.0,1416.0,28
5257,ELM,DTW,1725.0,1840.0,28
5258,ERI,ORD,,,1
5259,ERI,DTW,,,1
5260,ERI,ORD,,,1
5261,ERI,DTW,,,2
5262,ERI,ORD,,,2
5263,ERI,DTW,,,2
5264,ERI,ORD,1643.0,1733.0,2
5265,ERI,DTW,,,3
5266,ERI,ORD,807.0,859.0,3
5267,ERI,DTW,1326.0,1421.0,3
5268,ERI,ORD,1619.0,1810.0,3
5269,ERI,DTW,554.0,712.0,4
5270,ERI,ORD,610.0,719.0,4
5271,ERI,DTW,1157.0,1303.0,4
5272,ERI,ORD,1620.0,1709.0,4
5273,ERI,DTW,,,5
5274,ERI,ORD,,,5
5275,ERI,DTW,1157.0,1300.0,5
5276,ERI,ORD,1610.0,1643.0,5
5277,ERI,DTW,556.0,653.0,6
5278,ERI,ORD,603.0,641.0,6
5279,ERI,DTW,1200.0,1306.0,6
5280,ERI,DTW,1524.0,1612.0,6
5281,ERI,ORD,1609.0,1638.0,6
5282,ERI,ORD,650.0,719.0,7
5283,ERI,ORD,553.0,626.0,8
5284,ERI,DTW,1010.0,1119.0,8
5285,ERI,DTW,1329.0,1433.0,8
5286,ERI,ORD,1603.0,1641.0,8
5287,ERI,ORD,558.0,656.0,9
5288,ERI,ORD,1705.0,1759.0,9
5289,ERI,ORD,554.0,641.0,10
5290,ERI,DTW,1532.0,1641.0,10
5291,ERI,ORD,1620.0,1639.0,10
5292,ERI,ORD,600.0,634.0,11
5293,ERI,ORD,1606.0,1637.0,11
5294,ERI,DTW,550.0,714.0,12
5295,ERI,ORD,603.0,655.0,12
5296,ERI,DTW,1210.0,1329.0,12
5297,ERI,DTW,1526.0,1623.0,12
5298,ERI,ORD,1612.0,1646.0,12
5299,ERI,ORD,610.0,655.0,13
5300,ERI,DTW,648.0,759.0,13
5301,ERI,ORD,1620.0,1704.0,13
5302,ERI,ORD,556.0,658.0,14
5303,ERI,ORD,959.0,1037.0,15
5304,ERI,ORD,1742.0,1838.0,15
5305,ERI,DTW,1710.0,1814.0,15
5306,ERI,ORD,558.0,648.0,16
5307,ERI,ORD,1610.0,1639.0,16
5308,ERI,ORD,559.0,640.0,17
5309,ERI,ORD,1623.0,1658.0,17
5310,ERI,ORD,610.0,704.0,18
5311,ERI,DTW,645.0,808.0,18
5312,ERI,DTW,1533.0,1633.0,18
5313,ERI,ORD,1609.0,1659.0,18
5314,ERI,ORD,,,19
5315,ERI,DTW,1125.0,1226.0,19
5316,ERI,ORD,1619.0,1716.0,19
5317,ERI,ORD,555.0,639.0,20
5318,ERI,ORD,1646.0,1716.0,20
5319,ERI,ORD,604.0,707.0,21
5320,ERI,DTW,1005.0,1127.0,21
5321,ERI,ORD,605.0,649.0,22
5322,ERI,ORD,1606.0,1651.0,22
5323,ERI,ORD,553.0,638.0,23
5324,ERI,ORD,1611.0,1643.0,23
5325,ERI,ORD,613.0,644.0,24
5326,ERI,ORD,1611.0,1652.0,24
5327,ERI,ORD,557.0,652.0,25
5328,ERI,DTW,647.0,757.0,25
5329,ERI,DTW,1539.0,1633.0,25
5330,ERI,ORD,1607.0,1659.0,25
5331,ERI,ORD,554.0,652.0,26
5332,ERI,ORD,1932.0,2024.0,26
5333,ERI,ORD,600.0,634.0,27
5334,ERI,ORD,1604.0,1635.0,27
5335,ERI,ORD,557.0,637.0,28
5336,ERI,DTW,1009.0,1127.0,28
5337,MTJ,DEN,547.0,658.0,1
5338,MTJ,IAH,1435.0,1817.0,1
5339,MTJ,DEN,1650.0,1803.0,1
5340,MTJ,IAH,1421.0,1748.0,2
5341,MTJ,DEN,1748.0,1905.0,2
5342,MTJ,IAH,1428.0,1806.0,3
5343,MTJ,DEN,1748.0,1908.0,3
5344,MTJ,IAH,1421.0,1800.0,4
5345,MTJ,DEN,1744.0,1847.0,4
5346,MTJ,IAH,1430.0,1750.0,5
5347,MTJ,DEN,1748.0,1853.0,5
5348,MTJ,IAH,1428.0,1756.0,6
5349,MTJ,DEN,1740.0,1854.0,6
5350,MTJ,DEN,1646.0,1744.0,7
5351,MTJ,IAH,1420.0,1731.0,8
5352,MTJ,IAH,1426.0,1735.0,9
5353,MTJ,DEN,1748.0,1859.0,9
5354,MTJ,IAH,1428.0,1808.0,10
5355,MTJ,DEN,1748.0,1910.0,10
5356,MTJ,IAH,1421.0,1802.0,11
5357,MTJ,DEN,1748.0,1859.0,11
5358,MTJ,DEN,1746.0,1917.0,12
5359,MTJ,DEN,554.0,702.0,13
5360,MTJ,DEN,1754.0,1907.0,13
5361,MTJ,DEN,556.0,706.0,14
5362,MTJ,DEN,548.0,658.0,16
5363,MTJ,DEN,2002.0,2106.0,16
5364,MTJ,DEN,556.0,708.0,17
5365,MTJ,DEN,1744.0,1919.0,17
5366,MTJ,DEN,556.0,1439.0,18
5367,MTJ,DEN,1719.0,1824.0,18
5368,MTJ,DEN,601.0,703.0,19
5369,MTJ,DEN,1757.0,1900.0,19
5370,MTJ,DEN,559.0,652.0,20
5371,MTJ,DEN,1749.0,1907.0,20
5372,MTJ,DEN,552.0,651.0,21
5373,VPS,IAH,600.0,752.0,1
5374,VPS,IAH,1452.0,1651.0,1
5375,VPS,ATL,1728.0,1918.0,1
5376,VPS,IAH,603.0,821.0,2
5377,VPS,IAH,1456.0,1654.0,2
5378,VPS,ATL,1743.0,2011.0,2
5379,VPS,IAH,559.0,843.0,3
5380,VPS,IAH,1447.0,1650.0,3
5381,VPS,ATL,1918.0,2116.0,3
5382,VPS,IAH,552.0,807.0,4
5383,VPS,IAH,1451.0,1654.0,4
5384,VPS,ATL,1735.0,2007.0,4
5385,VPS,IAH,601.0,752.0,5
5386,VPS,IAH,1456.0,1704.0,5
5387,VPS,ATL,1737.0,1957.0,5
5388,VPS,IAH,604.0,812.0,6
5389,VPS,IAH,1457.0,1652.0,6
5390,VPS,IAH,556.0,810.0,7
5391,VPS,IAH,1458.0,1652.0,7
5392,VPS,IAH,605.0,748.0,8
5393,VPS,IAH,1447.0,1632.0,8
5394,VPS,ATL,1737.0,2022.0,8
5395,VPS,IAH,553.0,748.0,9
5396,VPS,IAH,1454.0,1645.0,9
5397,VPS,ATL,1746.0,2015.0,9
5398,VPS,IAH,602.0,754.0,10
5399,VPS,IAH,1452.0,1646.0,10
5400,VPS,ATL,1733.0,1955.0,10
5401,VPS,IAH,555.0,816.0,11
5402,VPS,IAH,1452.0,1706.0,11
5403,VPS,ATL,1732.0,2000.0,11
5404,VPS,IAH,554.0,757.0,12
5405,VPS,IAH,1631.0,1827.0,12
5406,VPS,ATL,1749.0,2011.0,12
5407,VPS,IAH,559.0,756.0,13
5408,VPS,ATL,1445.0,1647.0,13
5409,VPS,IAH,1454.0,1649.0,13
5410,VPS,IAH,603.0,828.0,14
5411,VPS,ATL,1135.0,1339.0,14
5412,VPS,ATL,1428.0,1627.0,14
5413,VPS,IAH,1446.0,1657.0,14
5414,VPS,IAH,603.0,803.0,15
5415,VPS,ATL,1131.0,1332.0,15
5416,VPS,ATL,1430.0,1630.0,15
5417,VPS,IAH,1450.0,1645.0,15
5418,VPS,IAH,553.0,752.0,16
5419,VPS,ATL,1138.0,1333.0,16
5420,VPS,ATL,1502.0,1712.0,16
5421,VPS,IAH,1453.0,1656.0,16
5422,VPS,IAH,558.0,816.0,17
5423,VPS,ATL,1201.0,1400.0,17
5424,VPS,ATL,1433.0,1634.0,17
5425,VPS,IAH,1507.0,1722.0,17
5426,VPS,IAH,600.0,817.0,18
5427,VPS,ATL,1138.0,1338.0,18
5428,VPS,ATL,1452.0,1655.0,18
5429,VPS,IAH,1459.0,1703.0,18
5430,VPS,IAH,555.0,745.0,19
5431,VPS,ATL,1137.0,1348.0,19
5432,VPS,ATL,1431.0,1651.0,19
5433,VPS,IAH,1502.0,1702.0,19
5434,VPS,IAH,602.0,800.0,20
5435,VPS,ATL,1135.0,1340.0,20
5436,VPS,ATL,1432.0,1647.0,20
5437,VPS,IAH,1452.0,1702.0,20
5438,VPS,IAH,554.0,744.0,21
5439,VPS,ATL,1138.0,1331.0,21
5440,VPS,ATL,1435.0,1638.0,21
5441,VPS,IAH,1451.0,1642.0,21
5442,VPS,IAH,558.0,750.0,22
5443,VPS,ATL,1152.0,1354.0,22
5444,VPS,ATL,1510.0,1732.0,22
5445,VPS,IAH,1524.0,1725.0,22
5446,VPS,IAH,1021.0,1220.0,23
5447,VPS,ATL,1132.0,1336.0,23
5448,VPS,ATL,1439.0,1641.0,23
5449,VPS,IAH,1452.0,1722.0,23
5450,VPS,IAH,600.0,753.0,24
5451,VPS,ATL,1145.0,1410.0,24
5452,VPS,ATL,1437.0,1648.0,24
5453,VPS,IAH,1503.0,1712.0,24
5454,VPS,IAH,602.0,805.0,25
5455,VPS,ATL,1133.0,1334.0,25
5456,VPS,ATL,1617.0,1826.0,25
5457,VPS,IAH,1507.0,1715.0,25
5458,VPS,IAH,558.0,804.0,26
5459,VPS,ATL,1135.0,1338.0,26
5460,VPS,ATL,1435.0,1643.0,26
5461,VPS,IAH,1458.0,1708.0,26
5462,VPS,IAH,554.0,759.0,27
5463,VPS,ATL,1153.0,1358.0,27
5464,VPS,ATL,1447.0,1653.0,27
5465,VPS,IAH,1506.0,1723.0,27
5466,VPS,IAH,555.0,802.0,28
5467,VPS,ATL,1136.0,1330.0,28
5468,VPS,ATL,1432.0,1631.0,28
5469,VPS,IAH,1456.0,1705.0,28
5470,GNV,ATL,600.0,657.0,1
5471,GNV,ATL,1255.0,1412.0,1
5472,GNV,ATL,1526.0,1645.0,1
5473,GNV,ATL,742.0,851.0,2
5474,GNV,ATL,1004.0,1144.0,2
5475,GNV,ATL,1335.0,1440.0,2
5476,GNV,ATL,1540.0,1646.0,2
5477,GNV,ATL,1825.0,1941.0,2
5478,GNV,ATL,738.0,903.0,3
5479,GNV,ATL,943.0,1054.0,3
5480,GNV,ATL,1254.0,1410.0,3
5481,GNV,ATL,1559.0,1700.0,3
5482,GNV,ATL,1827.0,1942.0,3
5483,GNV,ATL,735.0,848.0,4
5484,GNV,ATL,947.0,1102.0,4
5485,GNV,ATL,1252.0,1407.0,4
5486,GNV,ATL,1525.0,1633.0,4
5487,GNV,ATL,2008.0,2119.0,4
5488,GNV,ATL,950.0,1110.0,5
5489,GNV,ATL,1254.0,1411.0,5
5490,GNV,ATL,1525.0,1640.0,5
5491,GNV,ATL,1826.0,1946.0,5
5492,GNV,ATL,736.0,902.0,6
5493,GNV,ATL,948.0,1059.0,6
5494,GNV,ATL,1254.0,1415.0,6
5495,GNV,ATL,1529.0,1639.0,6
5496,GNV,ATL,1835.0,1954.0,6
5497,GNV,ATL,728.0,845.0,7
5498,GNV,ATL,1226.0,1336.0,7
5499,GNV,ATL,1522.0,1624.0,7
5500,GNV,ATL,605.0,702.0,8
5501,GNV,ATL,1009.0,1116.0,8
5502,GNV,ATL,1254.0,1421.0,8
5503,GNV,ATL,1528.0,1635.0,8
5504,GNV,ATL,1959.0,2109.0,8
5505,GNV,ATL,738.0,907.0,9
5506,GNV,ATL,947.0,1103.0,9
5507,GNV,ATL,1254.0,1407.0,9
5508,GNV,ATL,1527.0,1643.0,9
5509,GNV,ATL,1829.0,2002.0,9
5510,GNV,ATL,947.0,1107.0,10
5511,GNV,ATL,1257.0,1421.0,10
5512,GNV,ATL,1525.0,1636.0,10
5513,GNV,ATL,1825.0,1956.0,10
5514,GNV,ATL,735.0,907.0,11
5515,GNV,ATL,948.0,1104.0,11
5516,GNV,ATL,1251.0,1409.0,11
5517,GNV,ATL,1525.0,1638.0,11
5518,GNV,ATL,1824.0,1935.0,11
5519,GNV,ATL,946.0,1055.0,12
5520,GNV,ATL,1252.0,1406.0,12
5521,GNV,ATL,1525.0,1632.0,12
5522,GNV,ATL,1922.0,2032.0,12
5523,GNV,ATL,1022.0,1132.0,13
5524,GNV,ATL,947.0,1105.0,13
5525,GNV,ATL,1343.0,1458.0,13
5526,GNV,ATL,1539.0,1655.0,13
5527,GNV,ATL,1821.0,1928.0,13
5528,GNV,ATL,1141.0,1302.0,14
5529,GNV,ATL,1310.0,1427.0,14
5530,GNV,ATL,1457.0,1605.0,14
5531,GNV,ATL,600.0,712.0,15
5532,GNV,ATL,1312.0,1421.0,15
5533,GNV,ATL,1458.0,1616.0,15
5534,GNV,ATL,943.0,1057.0,16
5535,GNV,ATL,1312.0,1431.0,16
5536,GNV,ATL,1627.0,1746.0,16
5537,GNV,ATL,1825.0,2018.0,16
5538,GNV,ATL,811.0,915.0,17
5539,GNV,ATL,954.0,1105.0,17
5540,GNV,ATL,1323.0,1436.0,17
5541,GNV,ATL,1623.0,1733.0,17
5542,GNV,ATL,2008.0,2130.0,17
5543,GNV,ATL,606.0,712.0,18
5544,GNV,ATL,951.0,1101.0,18
5545,GNV,ATL,1313.0,1448.0,18
5546,GNV,ATL,1453.0,1609.0,18
5547,GNV,ATL,1918.0,2045.0,18
5548,GNV,ATL,604.0,713.0,19
5549,GNV,ATL,1002.0,1127.0,19
5550,GNV,ATL,1316.0,1444.0,19
5551,GNV,ATL,1458.0,1611.0,19
5552,GNV,ATL,1839.0,1955.0,19
5553,GNV,ATL,608.0,718.0,20
5554,GNV,ATL,946.0,1100.0,20
5555,GNV,ATL,1313.0,1426.0,20
5556,GNV,ATL,1501.0,1610.0,20
5557,GNV,ATL,1822.0,1951.0,20
5558,GNV,ATL,1001.0,1127.0,21
5559,GNV,ATL,1138.0,1259.0,21
5560,GNV,ATL,1310.0,1434.0,21
5561,GNV,ATL,1454.0,1608.0,21
5562,GNV,ATL,611.0,726.0,22
5563,GNV,ATL,953.0,1121.0,22
5564,GNV,ATL,1309.0,1433.0,22
5565,GNV,ATL,1504.0,1641.0,22
5566,GNV,ATL,1830.0,2002.0,22
5567,GNV,ATL,948.0,1112.0,23
5568,GNV,ATL,1314.0,1430.0,23
5569,GNV,ATL,1456.0,1607.0,23
5570,GNV,ATL,1830.0,1955.0,23
5571,GNV,ATL,640.0,747.0,24
5572,GNV,ATL,1111.0,1239.0,24
5573,GNV,ATL,1416.0,1541.0,24
5574,GNV,ATL,1458.0,1612.0,24
5575,GNV,ATL,2026.0,2152.0,24
5576,GNV,ATL,604.0,710.0,25
5577,GNV,ATL,950.0,1100.0,25
5578,GNV,ATL,1321.0,1509.0,25
5579,GNV,ATL,1717.0,1825.0,25
5580,GNV,ATL,,,25
5581,GNV,ATL,605.0,717.0,26
5582,GNV,ATL,1047.0,1203.0,26
5583,GNV,ATL,1337.0,1456.0,26
5584,GNV,ATL,1508.0,1621.0,26
5585,GNV,ATL,1825.0,2005.0,26
5586,GNV,ATL,609.0,719.0,27
5587,GNV,ATL,946.0,1050.0,27
5588,GNV,ATL,1316.0,1425.0,27
5589,GNV,ATL,1459.0,1613.0,27
5590,GNV,ATL,1823.0,1928.0,27
5591,GNV,ATL,946.0,1115.0,28
5592,GNV,ATL,1134.0,1254.0,28
5593,GNV,ATL,1315.0,1426.0,28
5594,GNV,ATL,1915.0,2023.0,28
5595,ISN,DEN,606.0,721.0,1
5596,ISN,DEN,841.0,946.0,1
5597,ISN,IAH,1408.0,1728.0,1
5598,ISN,DEN,555.0,739.0,2
5599,ISN,DEN,804.0,921.0,2
5600,ISN,DEN,1327.0,1406.0,2
5601,ISN,IAH,1413.0,1724.0,2
5602,ISN,DEN,619.0,814.0,3
5603,ISN,DEN,809.0,930.0,3
5604,ISN,IAH,1408.0,1757.0,3
5605,ISN,DEN,604.0,732.0,4
5606,ISN,DEN,936.0,1035.0,4
5607,ISN,DEN,1509.0,1542.0,4
5608,ISN,IAH,1401.0,1732.0,4
5609,ISN,DEN,600.0,659.0,5
5610,ISN,DEN,807.0,900.0,5
5611,ISN,DEN,1401.0,1441.0,5
5612,ISN,IAH,1411.0,1741.0,5
5613,ISN,DEN,555.0,658.0,6
5614,ISN,DEN,812.0,915.0,6
5615,ISN,DEN,1335.0,1428.0,6
5616,ISN,IAH,1411.0,1729.0,6
5617,ISN,DEN,602.0,649.0,7
5618,ISN,DEN,806.0,918.0,7
5619,ISN,DEN,1316.0,1408.0,7
5620,ISN,IAH,1401.0,1742.0,7
5621,ISN,DEN,1205.0,1335.0,8
5622,ISN,DEN,1302.0,1414.0,8
5623,ISN,IAH,1520.0,1808.0,8
5624,ISN,DEN,557.0,714.0,9
5625,ISN,DEN,803.0,941.0,9
5626,ISN,DEN,,,9
5627,ISN,IAH,,,9
5628,ISN,DEN,,,10
5629,ISN,DEN,1646.0,1750.0,10
5630,ISN,IAH,,,10
5631,ISN,DEN,,,11
5632,ISN,DEN,,,11
5633,ISN,DEN,1417.0,1457.0,11
5634,ISN,IAH,1440.0,1752.0,11
5635,ISN,DEN,602.0,639.0,12
5636,ISN,DEN,802.0,843.0,12
5637,ISN,DEN,1335.0,1410.0,12
5638,ISN,IAH,1401.0,1701.0,12
5639,ISN,DEN,855.0,939.0,13
5640,ISN,DEN,1325.0,1417.0,13
5641,ISN,IAH,1441.0,1741.0,13
5642,ISN,DEN,801.0,841.0,14
5643,ISN,IAH,1535.0,1833.0,14
5644,ISN,DEN,803.0,916.0,15
5645,ISN,IAH,1325.0,1652.0,15
5646,ISN,DEN,1404.0,1445.0,15
5647,ISN,DEN,1119.0,1217.0,16
5648,ISN,DEN,1418.0,1537.0,16
5649,ISN,IAH,1351.0,1713.0,16
5650,ISN,DEN,802.0,851.0,17
5651,ISN,DEN,1435.0,1503.0,17
5652,ISN,IAH,1401.0,1728.0,17
5653,ISN,DEN,801.0,902.0,18
5654,ISN,DEN,1322.0,1354.0,18
5655,ISN,IAH,1404.0,1638.0,18
5656,ISN,DEN,854.0,1007.0,19
5657,ISN,DEN,1322.0,1418.0,19
5658,ISN,IAH,1339.0,1653.0,19
5659,ISN,DEN,856.0,1016.0,20
5660,ISN,DEN,1320.0,1416.0,20
5661,ISN,IAH,1330.0,1714.0,20
5662,ISN,DEN,803.0,852.0,21
5663,ISN,DEN,1328.0,1421.0,21
5664,ISN,IAH,1336.0,1801.0,21
5665,ISN,DEN,,,22
5666,ISN,IAH,1326.0,1649.0,22
5667,ISN,DEN,1752.0,1849.0,22
5668,ISN,DEN,852.0,1011.0,23
5669,ISN,DEN,1507.0,1546.0,23
5670,ISN,IAH,1438.0,1749.0,23
5671,ISN,DEN,757.0,841.0,24
5672,ISN,DEN,1325.0,1426.0,24
5673,ISN,IAH,1402.0,1727.0,24
5674,ISN,DEN,802.0,904.0,25
5675,ISN,DEN,1333.0,1436.0,25
5676,ISN,IAH,2113.0,13.0,25
5677,ISN,DEN,801.0,916.0,26
5678,ISN,DEN,1421.0,1510.0,26
5679,ISN,IAH,1411.0,1726.0,26
5680,ISN,DEN,855.0,1024.0,27
5681,ISN,DEN,1348.0,1442.0,27
5682,ISN,IAH,1355.0,1741.0,27
5683,ISN,DEN,803.0,907.0,28
5684,ISN,DEN,1329.0,1414.0,28
5685,ISN,IAH,1345.0,1822.0,28
5686,CLE,IAD,557.0,718.0,1
5687,CLE,LGA,843.0,1017.0,1
5688,CLE,MSP,915.0,1026.0,1
5689,CLE,ATL,945.0,1151.0,1
5690,CLE,IAD,1011.0,1127.0,1
5691,CLE,DTW,1025.0,1124.0,1
5692,CLE,ORD,,,1
5693,CLE,EWR,1059.0,1229.0,1
5694,CLE,LGA,1109.0,1237.0,1
5695,CLE,IAH,1115.0,1343.0,1
5696,CLE,BOS,1130.0,1316.0,1
5697,CLE,ORD,,,1
5698,CLE,LGA,1244.0,1422.0,1
5699,CLE,DCA,1239.0,1403.0,1
5700,CLE,IAD,,,1
5701,CLE,LGA,,,1
5702,CLE,DCA,,,1
5703,CLE,DFW,1550.0,1820.0,1
5704,CLE,BOS,,,1
5705,CLE,STL,1641.0,1752.0,1
5706,CLE,EWR,,,1
5707,CLE,LGA,1752.0,1957.0,1
5708,CLE,LGA,,,1
5709,CLE,MKE,1828.0,1915.0,1
5710,CLE,IAD,2014.0,2200.0,1
5711,CLE,DCA,2032.0,2213.0,1
5712,CLE,LGA,,,1
5713,CLE,LGA,,,2
5714,CLE,LGA,,,2
5715,CLE,MKE,1507.0,1546.0,2
5716,CLE,LGA,,,2
5717,CLE,DFW,1617.0,1848.0,2
5718,CLE,IAD,2124.0,2240.0,2
5719,CLE,BOS,,,2
5720,CLE,MKE,751.0,847.0,2
5721,CLE,BOS,,,2
5722,CLE,BOS,,,2
5723,CLE,DCA,1243.0,1416.0,2
5724,CLE,IAD,1007.0,1146.0,2
5725,CLE,LGA,,,2
5726,CLE,ORD,,,2
5727,CLE,ORD,,,2
5728,CLE,DCA,1657.0,1820.0,2
5729,CLE,ORD,,,2
5730,CLE,IAD,614.0,801.0,2
5731,CLE,MSP,,,2
5732,CLE,DCA,849.0,1049.0,2
5733,CLE,LGA,,,2
5734,CLE,LGA,,,2
5735,CLE,DTW,1017.0,1135.0,2
5736,CLE,STL,1648.0,1750.0,2
5737,CLE,ORD,,,2
5738,CLE,EWR,,,2
5739,CLE,DCA,2100.0,2218.0,2
5740,CLE,DCA,1536.0,1651.0,2
5741,CLE,IAH,1157.0,1433.0,2
5742,CLE,LGA,,,2
5743,CLE,MKE,1447.0,1520.0,3
5744,CLE,STL,654.0,750.0,3
5745,CLE,IAD,1049.0,1153.0,3
5746,CLE,BOS,721.0,951.0,3
5747,CLE,ORD,1149.0,1226.0,3
5748,CLE,IAH,1022.0,1259.0,3
5749,CLE,BOS,1125.0,1300.0,3
5750,CLE,MKE,1833.0,1921.0,3
5751,CLE,IAD,606.0,725.0,3
5752,CLE,MKE,602.0,656.0,3
5753,CLE,LGA,1531.0,1701.0,3
5754,CLE,DFW,647.0,844.0,3
5755,CLE,DFW,1616.0,1825.0,3
5756,CLE,DCA,1239.0,1349.0,3
5757,CLE,LGA,1139.0,1315.0,3
5758,CLE,LGA,1053.0,1244.0,3
5759,CLE,LGA,706.0,837.0,3
5760,CLE,LGA,1222.0,1405.0,3
5761,CLE,LGA,1637.0,1852.0,3
5762,CLE,IAD,1945.0,2052.0,3
5763,CLE,LGA,2043.0,2208.0,3
5764,CLE,BOS,1720.0,1915.0,3
5765,CLE,ORD,644.0,726.0,3
5766,CLE,LGA,,,3
5767,CLE,EWR,1852.0,2035.0,3
5768,CLE,DCA,2035.0,2142.0,3
5769,CLE,LGA,831.0,1008.0,3
5770,CLE,RDU,,,3
5771,CLE,STL,1651.0,1749.0,3
5772,CLE,DCA,1652.0,1759.0,3
5773,CLE,LGA,837.0,1011.0,4
5774,CLE,LGA,1838.0,2025.0,4
5775,CLE,ORD,1138.0,1157.0,4
5776,CLE,STL,1926.0,2027.0,4
5777,CLE,LGA,1053.0,1211.0,4
5778,CLE,IAH,1024.0,1240.0,4
5779,CLE,LGA,1535.0,1741.0,4
5780,CLE,LGA,2231.0,14.0,4
5781,CLE,LGA,2205.0,2350.0,4
5782,CLE,DFW,1614.0,1850.0,4
5783,CLE,MKE,1442.0,1514.0,4
5784,CLE,LGA,1351.0,1518.0,4
5785,CLE,ORD,838.0,921.0,4
5786,CLE,BOS,1624.0,1816.0,4
5787,CLE,DCA,1528.0,1639.0,4
5788,CLE,MKE,1936.0,2017.0,4
5789,CLE,EWR,2019.0,2205.0,4
5790,CLE,LGA,702.0,910.0,4
5791,CLE,IAD,2059.0,2233.0,4
5792,CLE,DCA,1232.0,1347.0,4
5793,CLE,DFW,644.0,943.0,4
5794,CLE,BOS,1123.0,1258.0,4
5795,CLE,DTW,1401.0,1441.0,4
5796,CLE,MKE,618.0,707.0,4
5797,CLE,DCA,836.0,953.0,4
5798,CLE,LGA,1218.0,1340.0,4
5799,CLE,LGA,1140.0,1300.0,4
5800,CLE,STL,657.0,742.0,4
5801,CLE,DCA,1855.0,2013.0,4
5802,CLE,MSP,743.0,900.0,4
5803,CLE,DCA,1229.0,1350.0,5
5804,CLE,ORD,1142.0,1208.0,5
5805,CLE,IAD,1942.0,2051.0,5
5806,CLE,RDU,,,5
5807,CLE,IAD,602.0,735.0,5
5808,CLE,LGA,,,5
5809,CLE,DCA,2059.0,2216.0,5
5810,CLE,LGA,,,5
5811,CLE,EWR,1902.0,2038.0,5
5812,CLE,DFW,1616.0,1804.0,5
5813,CLE,LGA,,,5
5814,CLE,DCA,933.0,1053.0,5
5815,CLE,ORD,502.0,549.0,5
5816,CLE,STL,802.0,854.0,5
5817,CLE,ORD,842.0,913.0,5
5818,CLE,STL,1648.0,1730.0,5
5819,CLE,LGA,1213.0,1412.0,5
5820,CLE,MKE,649.0,730.0,5
5821,CLE,DFW,649.0,908.0,5
5822,CLE,LGA,2039.0,2218.0,5
5823,CLE,MKE,1831.0,1854.0,5
5824,CLE,DCA,1747.0,1904.0,5
5825,CLE,ORD,940.0,1014.0,5
5826,CLE,LGA,1632.0,1822.0,5
5827,CLE,DTW,653.0,746.0,5
5828,CLE,IAH,1211.0,1408.0,5
5829,CLE,DCA,1527.0,1644.0,5
5830,CLE,LGA,703.0,856.0,5
5831,CLE,BOS,1937.0,2137.0,5
5832,CLE,LGA,1949.0,2143.0,5
5833,CLE,IAD,1935.0,2051.0,6
5834,CLE,DTW,735.0,828.0,6
5835,CLE,RDU,614.0,734.0,6
5836,CLE,EWR,1853.0,2023.0,6
5837,CLE,LGA,2039.0,2226.0,6
5838,CLE,DFW,644.0,841.0,6
5839,CLE,LGA,1054.0,1220.0,6
5840,CLE,LGA,1530.0,1707.0,6
5841,CLE,LGA,1216.0,1346.0,6
5842,CLE,ORD,1138.0,1214.0,6
5843,CLE,DCA,1254.0,1357.0,6
5844,CLE,STL,655.0,746.0,6
5845,CLE,IAD,1006.0,1116.0,6
5846,CLE,ORD,931.0,1007.0,6
5847,CLE,DCA,831.0,933.0,6
5848,CLE,LGA,1937.0,2125.0,6
5849,CLE,DCA,2035.0,2157.0,6
5850,CLE,BOS,1207.0,1340.0,6
5851,CLE,LGA,1755.0,1939.0,6
5852,CLE,DTW,1013.0,1056.0,6
5853,CLE,DCA,1526.0,1640.0,6
5854,CLE,DFW,1613.0,1812.0,6
5855,CLE,LGA,821.0,953.0,6
5856,CLE,ORD,644.0,707.0,6
