,FLIGHT_NUMBER,schedule_id,status
136915,4193,13071,
136916,5513,13072,
136952,3957,13073,
136954,5295,13074,
136955,5527,13075,
136957,6189,13076,
136974,5951,13077,
136978,5177,13078,
136984,5214,13079,
136992,5056,13080,
136993,5212,13081,
137053,4611,13082,
137054,4930,13083,
137067,2542,13084,
137068,5366,13085,
137074,4416,13086,
137077,5228,13087,
137078,5553,13088,
137131,5342,13089,
137133,5998,13090,
137142,3257,13091,
137143,5793,13092,
137147,4457,13093,
137148,4531,13094,
137149,4600,13095,
137154,4100,13096,
137158,2538,13097,
137208,2521,13098,
137209,3945,13099,
137210,4088,13100,
137211,4512,13101,
137212,4724,13102,
137213,5459,13103,
137214,5941,13104,
137222,4601,13105,
137232,5049,13106,
137233,5149,13107,
137241,5068,13108,
137242,5586,13109,
137243,5558,13110,
137283,2529,13111,
137284,4415,13112,
137285,4753,13113,
137286,4767,13114,
137287,5398,13115,
137288,5430,13116,
137289,5540,13117,
137301,4086,13118,
137308,4242,13119,
137309,4486,13120,
137310,4624,13121,
137311,5482,13122,
137322,4511,13123,
137355,3936,13124,
137356,4357,13125,
137357,4527,13126,
137358,4869,13127,
137359,5192,13128,
137382,4953,13129,
137389,4636,13130,
137390,4766,13131,
137391,5302,13132,
137435,4914,13133,
137436,5460,13134,
137437,5724,13135,
137462,4115,13136,
137463,4706,13137,
137469,4678,13138,
137542,3946,13139,
137543,4269,13140,
137544,5098,13141,
137545,5407,13142,
137546,5592,13143,
137547,6126,13144,
137548,6144,13145,
137570,4436,13146,
137571,5731,13147,
137572,4322,13148,
137580,5028,13149,
137585,4302,13150,
137586,5269,13151,
137627,2504,13152,
137628,2547,13153,
137629,2511,13154,
137630,3951,13155,
137631,4502,13156,
137633,4541,13157,
137634,5673,13158,
137650,4290,13159,
137651,4725,13160,
137652,5672,13161,
137657,5306,13162,
137663,4175,13163,
137665,4345,13164,
137720,4244,13165,
137721,4358,13166,
137722,5808,13167,
137723,5942,13168,
137734,4095,13169,
137739,5383,13170,
137740,5730,13171,
137741,5737,13172,
137795,3954,13173,
137796,4501,13174,
137797,4651,13175,
137798,5106,13176,
137813,3839,13177,
137814,5125,13178,
137815,5233,13179,
137816,5420,13180,
137821,5244,13181,
137822,5404,13182,
137823,5602,13183,
137830,5604,13184,
137831,5686,13185,
137832,5950,13186,
137886,4201,13187,
137887,4362,13188,
137888,4688,13189,
137889,4737,13190,
137890,5155,13191,
137891,5141,13192,
137892,5335,13193,
137893,5918,13194,
137895,6141,13195,
137911,6166,13196,
137927,5342,13197,
137931,3939,13198,
137932,4181,13199,
137933,5590,13200,
137977,3953,13201,
137978,4253,13202,
137979,5152,13203,
137988,4331,13204,
138007,5013,13205,
138013,5189,13206,
138020,4207,13207,
138021,4584,13208,
138029,4113,13209,
138093,4959,13210,
138094,5065,13211,
138095,5066,13212,
138096,5519,13213,
138132,5964,13214,
138137,3265,13215,
138175,4147,13216,
138176,4281,13217,
138177,5480,13218,
138182,5107,13219,
138190,3934,13220,
138199,4090,13221,
138200,4328,13222,
138202,5802,13223,
138206,4139,13224,
138210,4628,13225,
138265,4869,13226,
138266,5520,13227,
138280,3950,13228,
138281,5153,13229,
138282,5598,13230,
138283,5391,13231,
138296,4163,13232,
138298,5197,13233,
138299,5389,13234,
138310,4259,13235,
138311,5262,13236,
138312,5665,13237,
138313,6089,13238,
138323,3921,13239,
138325,4391,13240,
138385,2531,13241,
138386,4205,13242,
138387,4744,13243,
138388,5199,13244,
138389,5577,13245,
138393,5972,13246,
138420,5934,13247,
138423,4630,13248,
138472,4564,13249,
138473,6088,13250,
138482,4939,13251,
138487,4295,13252,
138488,5066,13253,
138489,5790,13254,
138493,3269,13255,
138494,4666,13256,
138495,4310,13257,
138552,5062,13258,
138576,5613,13259,
138585,5801,13260,
138600,5565,13261,
138601,5513,13262,
138663,2510,13263,
138664,3258,13264,
138665,4442,13265,
138666,4602,13266,
138667,6115,13267,
138679,5583,13268,
138682,6114,13269,
138688,4478,13270,
138689,6127,13271,
138693,4228,13272,
138694,5679,13273,
138747,2525,13274,
138748,2566,13275,
138769,4264,13276,
138816,4615,13277,
138817,4908,13278,
138818,5149,13279,
138819,5905,13280,
138820,6093,13281,
138838,3948,13282,
138839,5678,13283,
138897,5505,13284,
138908,3961,13285,
138917,4093,13286,
138925,4731,13287,
138963,4540,13288,
138964,5301,13289,
138965,5302,13290,
138967,6014,13291,
138982,4137,13292,
138983,5593,13293,
138987,5586,13294,
138994,4326,13295,
139031,2547,13296,
139032,3959,13297,
139033,5152,13298,
139034,5224,13299,
139046,4684,13300,
139049,4758,13301,
139050,6026,13302,
139058,4372,13303,
139059,4753,13304,
139111,4184,13305,
139112,4653,13306,
139113,4953,13307,
139114,5295,13308,
139169,4267,13309,
139170,5391,13310,
139177,5306,13311,
139182,4239,13312,
139183,4355,13313,
139219,5301,13314,
139220,5495,13315,
139236,4194,13316,
139240,4498,13317,
139299,5405,13318,
139317,5367,13319,
139323,5431,13320,
139335,5959,13321,
139336,5107,13322,
139375,2550,13323,
139376,4159,13324,
139377,4414,13325,
139407,3962,13326,
139408,4450,13327,
139469,5585,13328,
139480,4272,13329,
139481,5932,13330,
139486,4353,13331,
139487,5922,13332,
139493,2531,13333,
139512,3958,13334,
139513,3964,13335,
139514,4151,13336,
139516,5470,13337,
139584,2511,13338,
139585,3927,13339,
139586,4124,13340,
139587,4210,13341,
139588,4262,13342,
139589,4308,13343,
139590,4368,13344,
139592,4382,13345,
139594,5026,13346,
139595,5159,13347,
139596,5137,13348,
139598,5780,13349,
139610,5803,13350,
139671,5942,13351,
139689,4285,13352,
139690,4367,13353,
139696,3956,13354,
139697,6113,13355,
139698,4330,13356,
139705,4177,13357,
139749,2571,13358,
139750,4146,13359,
139751,4361,13360,
139752,4549,13361,
139757,5805,13362,
139761,4749,13363,
139770,5732,13364,
139818,2518,13365,
139819,4582,13366,
139820,5205,13367,
139821,5208,13368,
139822,5596,13369,
139823,5807,13370,
139825,6138,13371,
139832,4344,13372,
139836,5287,13373,
139841,4718,13374,
139879,4456,13375,
139880,5095,13376,
139881,5303,13377,
139882,5949,13378,
139894,5733,13379,
139898,4091,13380,
139899,5769,13381,
139900,4234,13382,
139902,4627,13383,
139936,4359,13384,
139937,4407,13385,
139938,4554,13386,
139939,4595,13387,
139940,5060,13388,
139942,5953,13389,
139956,4605,13390,
139962,4768,13391,
139963,4713,13392,
139967,4294,13393,
139969,4191,13394,
139970,5529,13395,
140035,4188,13396,
140037,4959,13397,
140038,5036,13398,
140039,5093,13399,
140053,3923,13400,
140054,4284,13401,
140055,5429,13402,
140060,4352,13403,
140116,2524,13404,
140118,5075,13405,
140119,5121,13406,
140120,5605,13407,
140121,6049,13408,
140129,4356,13409,
140130,5031,13410,
140133,4238,13411,
140174,4170,13412,
140175,5004,13413,
140176,5360,13414,
140179,6155,13415,
140193,6018,13416,
140199,5767,13417,
140207,5901,13418,
140250,4271,13419,
140251,4667,13420,
140252,4983,13421,
140253,4936,13422,
140254,5441,13423,
140255,5906,13424,
140259,4312,13425,
140269,2525,13426,
140270,5960,13427,
140271,5927,13428,
140281,6167,13429,
140336,4269,13430,
140337,4905,13431,
140338,6108,13432,
140351,5559,13433,
140361,5912,13434,
140371,4446,13435,
140432,4095,13436,
140455,5615,13437,
140508,2536,13438,
140509,3942,13439,
140510,4444,13440,
140511,4904,13441,
140512,5082,13442,
140570,4373,13443,
140573,5436,13444,
140574,5984,13445,
140575,6076,13446,
140581,4237,13447,
140582,4321,13448,
140594,6129,13449,
140646,2501,13450,
140647,2544,13451,
140648,5038,13452,
140649,5241,13453,
140650,5176,13454,
140651,5311,13455,
140653,5409,13456,
140654,5554,13457,
140655,5557,13458,
140701,5907,13459,
140709,6100,13460,
140747,6117,13461,
140797,4672,13462,
140827,5157,13463,
140828,5308,13464,
140840,5423,13465,
140844,3943,13466,
140845,5464,13467,
140877,4986,13468,
140890,5261,13469,
140933,4398,13470,
140968,2507,13471,
140969,4995,13472,
140970,5081,13473,
140980,4224,13474,
140981,5351,13475,
140984,4412,13476,
141031,5232,13477,
141039,5156,13478,
141040,5611,13479,
141046,5022,13480,
141047,5225,13481,
141094,5623,13482,
141104,4919,13483,
141117,4144,13484,
141150,3839,13485,
141151,3958,13486,
141152,4980,13487,
141153,6034,13488,
141160,5218,13489,
141162,2571,13490,
141163,5595,13491,
141205,3263,13492,
141206,3948,13493,
141207,4153,13494,
141208,4156,13495,
141209,4516,13496,
141210,4752,13497,
141212,5905,13498,
141213,5970,13499,
141214,5971,13500,
141229,4119,13501,
141230,4231,13502,
141231,4363,13503,
141264,3951,13504,
141280,4111,13505,
141281,4248,13506,
141282,4684,13507,
141283,5808,13508,
141318,4976,13509,
141319,5052,13510,
141337,2552,13511,
141345,4345,13512,
141375,4512,13513,
141396,5101,13514,
141415,4748,13515,
141416,5139,13516,
141446,5073,13517,
141448,4329,13518,
141459,5610,13519,
141485,2526,13520,
141503,5017,13521,
141504,5247,13522,
141514,4768,13523,
141516,5735,13524,
141537,4137,13525,
141539,6180,13526,
141541,5696,13527,
141542,5742,13528,
141546,5743,13529,
141570,2540,13530,
141571,5345,13531,
141583,4404,13532,
141584,5732,13533,
141590,6138,13534,
141613,6102,13535,
141620,5292,13536,
141642,5923,13537,
141649,5350,13538,
141720,4628,13539,
141796,5042,13540,
141797,5055,13541,
141798,5373,13542,
141988,5326,13543,
142011,4399,13544,
142019,4288,13545,
142022,4671,13546,
142029,4287,13547,
142038,4208,13548,
142054,4557,13549,
142060,4568,13550,
142061,5257,13551,
142068,5359,13552,
142090,6105,13553,
142091,6150,13554,
142115,4162,13555,
142116,4279,13556,
142137,2519,13557,
142138,4938,13558,
142139,5698,13559,
142150,5230,13560,
142319,2533,13561,
142320,3941,13562,
142321,4149,13563,
142322,4160,13564,
142323,4301,13565,
142324,4371,13566,
142325,4380,13567,
142326,4676,13568,
142327,4740,13569,
142329,4916,13570,
142331,5313,13571,
142332,5286,13572,
142333,5491,13573,
142334,5422,13574,
142335,5621,13575,
142336,5594,13576,
142337,5362,13577,
142338,5917,13578,
142339,6017,13579,
142340,6030,13580,
142341,6038,13581,
142342,6082,13582,
142343,6122,13583,
142344,6143,13584,
142345,6176,13585,
142346,6073,13586,
142408,4700,13587,
142409,5696,13588,
142413,6019,13589,
142414,6133,13590,
142420,4140,13591,
142449,4129,13592,
142450,5339,13593,
142451,5601,13594,
142452,6020,13595,
142456,4337,13596,
142470,4763,13597,
142474,4655,13598,
142495,6091,13599,
142508,2512,13600,
142509,4374,13601,
142549,3270,13602,
142550,4652,13603,
142552,5029,13604,
142554,5961,13605,
142555,5919,13606,
142559,4313,13607,
142579,2522,13608,
142611,4452,13609,
142612,5979,13610,
142613,5958,13611,
142625,4354,13612,
142664,2572,13613,
142665,4648,13614,
142666,5219,13615,
142667,5660,13616,
142668,6171,13617,
142679,4292,13618,
142691,4355,13619,
142759,5501,13620,
142761,5782,13621,
142762,5543,13622,
142815,4588,13623,
142816,4589,13624,
142817,5187,13625,
142818,5290,13626,
142825,2555,13627,
142853,4123,13628,
142854,4366,13629,
142855,5088,13630,
142856,5046,13631,
142858,5200,13632,
142866,2537,13633,
142868,6042,13634,
142918,4438,13635,
142919,5977,13636,
142971,4293,13637,
142972,4697,13638,
142973,4701,13639,
142984,3924,13640,
143180,3262,13641,
143181,3267,13642,
143182,5319,13643,
143183,5336,13644,
143184,5270,13645,
143221,2539,13646,
143222,4524,13647,
143227,2549,13648,
143272,4221,13649,
143274,5788,13650,
143325,4699,13651,
143326,5259,13652,
143328,4319,13653,
143333,4122,13654,
143337,4722,13655,
143346,4261,13656,
143347,5668,13657,
143397,4728,13658,
143398,5068,13659,
143408,4327,13660,
143467,3271,13661,
143468,4168,13662,
143469,5908,13663,
143529,2502,13664,
143530,4476,13665,
143531,4862,13666,
143628,4134,13667,
143629,4179,13668,
143630,4232,13669,
143631,5015,13670,
143633,5221,13671,
143634,5518,13672,
143648,5787,13673,
143651,2572,13674,
143652,4743,13675,
143702,3259,13676,
143703,4494,13677,
143704,4733,13678,
143750,5466,13679,
143803,3950,13680,
143820,2567,13681,
143848,2514,13682,
143894,4432,13683,
143895,6016,13684,
143900,4471,13685,
144018,4467,13686,
144019,4604,13687,
144020,5614,13688,
144021,5472,13689,
144022,5570,13690,
144023,5914,13691,
144024,6177,13692,
144069,3931,13693,
144103,4461,13694,
144104,5904,13695,
144181,4486,13696,
144182,4888,13697,
144183,5275,13698,
144184,5437,13699,
144185,5401,13700,
144186,5537,13701,
144187,6028,13702,
144207,5936,13703,
144208,6109,13704,
144254,4763,13705,
144255,4884,13706,
144256,5073,13707,
144257,5125,13708,
144258,5582,13709,
144260,6188,13710,
144275,4198,13711,
144279,5968,13712,
144286,4109,13713,
144326,2517,13714,
144327,5162,13715,
144328,5166,13716,
144329,5479,13717,
144330,6072,13718,
144346,5328,13719,
144351,6176,13720,
144356,4563,13721,
144385,4106,13722,
144386,5322,13723,
144387,5565,13724,
144404,4309,13725,
144409,4297,13726,
144410,6150,13727,
144482,5332,13728,
144483,5449,13729,
144484,5579,13730,
144486,5987,13731,
144487,5920,13732,
144488,6060,13733,
144515,4497,13734,
144516,5696,13735,
144572,4950,13736,
144573,5289,13737,
144574,5502,13738,
144585,3949,13739,
144588,5698,13740,
144628,4258,13741,
144629,4357,13742,
144630,5007,13743,
144631,5460,13744,
144657,6050,13745,
144708,4491,13746,
144709,4674,13747,
144710,4601,13748,
144711,4905,13749,
144712,5410,13750,
144713,5391,13751,
144732,5184,13752,
144736,4208,13753,
144783,5435,13754,
144784,5505,13755,
144785,5361,13756,
144786,6077,13757,
144838,2559,13758,
144839,4524,13759,
144840,4525,13760,
144862,4388,13761,
144948,4215,13762,
144950,4650,13763,
144951,5506,13764,
144952,5555,13765,
144953,5556,13766,
144986,4337,13767,
145024,2515,13768,
145025,5276,13769,
145026,5499,13770,
145027,5933,13771,
145039,5660,13772,
145044,4586,13773,
145045,4699,13774,
145046,5541,13775,
145052,5946,13776,
145087,5125,13777,
145098,4606,13778,
145099,5236,13779,
145100,5586,13780,
145101,5779,13781,
145104,2514,13782,
145134,5320,13783,
145145,4334,13784,
145153,4107,13785,
145154,4864,13786,
145155,4236,13787,
145156,4345,13788,
145206,5756,13789,
145221,5143,13790,
145223,5492,13791,
145262,4662,13792,
145275,4364,13793,
145281,5677,13794,
145334,4559,13795,
145336,5062,13796,
145337,5067,13797,
145338,5306,13798,
145339,5310,13799,
145340,5437,13800,
145341,5509,13801,
145361,5129,13802,
145362,5996,13803,
145369,6075,13804,
145399,3273,13805,
145400,2532,13806,
145401,4283,13807,
145402,5056,13808,
145403,5741,13809,
145421,5013,13810,
145424,5372,13811,
145475,4965,13812,
145476,5090,13813,
145477,5101,13814,
145478,5685,13815,
145499,4622,13816,
145559,5478,13817,
145560,5575,13818,
145561,5532,13819,
145562,6122,13820,
145563,6001,13821,
145564,6017,13822,
145565,6072,13823,
145588,4863,13824,
145589,5077,13825,
145595,6067,13826,
145631,4251,13827,
145632,5199,13828,
145646,4346,13829,
145696,3265,13830,
145697,4140,13831,
145698,4860,13832,
145699,5040,13833,
145700,6066,13834,
145718,4508,13835,
145726,5919,13836,
145727,6104,13837,
145741,5332,13838,
145803,4151,13839,
145804,4191,13840,
145805,4714,13841,
145806,4898,13842,
145807,5401,13843,
145808,5941,13844,
145823,5050,13845,
145826,6023,13846,
145868,2527,13847,
145869,5166,13848,
145870,6073,13849,
145883,4294,13850,
145888,4932,13851,
145889,5597,13852,
145920,2559,13853,
145921,2509,13854,
145932,3822,13855,
145934,5723,13856,
145942,4390,13857,
145993,4101,13858,
145994,4091,13859,
145995,4121,13860,
145996,4240,13861,
145997,4461,13862,
145999,5030,13863,
146000,5333,13864,
146001,5372,13865,
146002,5736,13866,
146003,6055,13867,
146004,5994,13868,
146017,4490,13869,
146018,4553,13870,
146023,4427,13871,
146024,4256,13872,
146025,4700,13873,
146026,4717,13874,
146033,6153,13875,
146071,4370,13876,
146072,4485,13877,
146073,4959,13878,
146074,5455,13879,
146075,6030,13880,
146086,4574,13881,
146090,4265,13882,
146091,5541,13883,
146094,4420,13884,
146126,5236,13885,
146127,5540,13886,
146140,4335,13887,
146151,4164,13888,
146153,4465,13889,
146200,5076,13890,
146201,6051,13891,
146211,5113,13892,
146215,2515,13893,
146219,3920,13894,
146252,4126,13895,
146253,4603,13896,
146254,5190,13897,
146255,5315,13898,
146262,4756,13899,
146265,2517,13900,
146310,4183,13901,
146311,4578,13902,
146312,5328,13903,
146313,5538,13904,
146314,6053,13905,
146333,2548,13906,
146345,4306,13907,
146446,4437,13908,
146455,3272,13909,
146456,5489,13910,
146457,5567,13911,
146469,4593,13912,
146470,5155,13913,
146478,5048,13914,
146521,2557,13915,
146522,4376,13916,
146523,4609,13917,
146524,5113,13918,
146531,4736,13919,
146535,3269,13920,
146536,4473,13921,
146602,2523,13922,
146603,5238,13923,
146604,5212,13924,
146605,5624,13925,
146613,5795,13926,
146623,6166,13927,
146642,2532,13928,
146669,5499,13929,
146685,6171,13930,
146687,4636,13931,
146688,5143,13932,
146698,5307,13933,
146735,4187,13934,
146736,4537,13935,
146737,5090,13936,
146738,5246,13937,
146739,5508,13938,
146740,6075,13939,
146766,5320,13940,
146774,4142,13941,
146775,4731,13942,
146814,4202,13943,
146815,4737,13944,
146816,5189,13945,
146817,5304,13946,
146836,4246,13947,
146837,6135,13948,
146841,6064,13949,
146904,4248,13950,
146905,4445,13951,
146909,2509,13952,
146910,3947,13953,
146920,5467,13954,
146953,4176,13955,
146954,4116,13956,
146955,4296,13957,
146956,4470,13958,
146957,4460,13959,
146958,5425,13960,
146959,6169,13961,
147044,2500,13962,
147045,2545,13963,
147046,4503,13964,
147047,4878,13965,
147049,5231,13966,
147050,5984,13967,
147051,6002,13968,
147071,4389,13969,
147072,4951,13970,
147073,5324,13971,
147077,5779,13972,
147130,4307,13973,
147131,5557,13974,
147146,4884,13975,
147153,5162,13976,
147156,4479,13977,
147157,4617,13978,
147162,3261,13979,
147207,4236,13980,
147219,4127,13981,
147262,3273,13982,
147263,4530,13983,
147264,4924,13984,
147265,5151,13985,
147290,4992,13986,
147333,5050,13987,
147349,4598,13988,
147392,2569,13989,
147393,3935,13990,
147394,4743,13991,
147395,5183,13992,
147396,5614,13993,
147413,5485,13994,
147420,5799,13995,
147482,4551,13996,
147483,4953,13997,
147484,5354,13998,
147494,2527,13999,
147499,5903,14000,
147501,4733,14001,
147540,3257,14002,
147541,4662,14003,
147542,4869,14004,
147543,4915,14005,
147544,5255,14006,
147545,5363,14007,
147546,5992,14008,
147555,5613,14009,
147556,5352,14010,
147564,5034,14011,
147572,5070,14012,
147614,4565,14013,
147615,4976,14014,
147616,5214,14015,
147617,5990,14016,
147619,4326,14017,
147631,4449,14018,
147669,4909,14019,
147670,5155,14020,
147671,5149,14021,
147672,5477,14022,
147673,5474,14023,
147674,5587,14024,
147678,4316,14025,
147681,4962,14026,
147682,5183,14027,
147737,2523,14028,
147738,5465,14029,
147739,5500,14030,
147740,5413,14031,
147741,5470,14032,
147742,6178,14033,
147792,4103,14034,
147793,4500,14035,
147794,5086,14036,
147811,3925,14037,
147812,5461,14038,
147864,4119,14039,
147865,4569,14040,
147866,4999,14041,
147867,5035,14042,
147869,5251,14043,
147870,5217,14044,
147871,5322,14045,
147872,6055,14046,
147873,6179,14047,
147890,5731,14048,
147891,5968,14049,
147893,5746,14050,
147896,3256,14051,
147897,4147,14052,
147903,5723,14053,
147935,2516,14054,
147936,6060,14055,
147948,5489,14056,
147950,4325,14057,
147957,3959,14058,
147994,5199,14059,
147995,6029,14060,
148014,4214,14061,
148019,4894,14062,
148055,2500,14063,
148056,4135,14064,
148057,4396,14065,
148058,5040,14066,
148059,5567,14067,
148073,4240,14068,
148127,4170,14069,
148128,4167,14070,
148129,4677,14071,
148131,4593,14072,
148132,4599,14073,
148133,5048,14074,
148134,5756,14075,
148147,4619,14076,
148148,5467,14077,
148158,4277,14078,
148159,5334,14079,
148197,4548,14080,
148198,5242,14081,
148217,4609,14082,
148226,2557,14083,
148227,4531,14084,
148228,4345,14085,
148298,4217,14086,
148299,4372,14087,
148300,4388,14088,
148301,4762,14089,
148302,4902,14090,
148303,5307,14091,
148304,5262,14092,
148305,6068,14093,
148322,4184,14094,
148323,5122,14095,
148328,4255,14096,
148337,4376,14097,
148378,4097,14098,
148379,5663,14099,
148380,5998,14100,
148395,3928,14101,
148399,6023,14102,
148404,4199,14103,
148405,4495,14104,
148406,5589,14105,
148411,5934,14106,
148453,4105,14107,
148454,4457,14108,
148455,4635,14109,
148456,4756,14110,
148458,4737,14111,
148459,5151,14112,
148460,5171,14113,
148461,5442,14114,
148462,5498,14115,
148485,4089,14116,
148491,5534,14117,
148538,4731,14118,
148539,5943,14119,
148540,5948,14120,
148542,6153,14121,
148554,4544,14122,
148555,5149,14123,
148559,5324,14124,
148562,4353,14125,
148600,2521,14126,
148601,3944,14127,
148602,4585,14128,
148603,5781,14129,
148613,4178,14130,
148614,5304,14131,
148615,5494,14132,
148664,4245,14133,
148666,4583,14134,
148667,6144,14135,
148682,4477,14136,
148683,4654,14137,
148691,5355,14138,
148755,2569,14139,
148756,4202,14140,
148757,4306,14141,
148759,5444,14142,
148760,5403,14143,
148761,5363,14144,
148762,5959,14145,
148767,5795,14146,
148789,5670,14147,
148830,2558,14148,
148831,6024,14149,
148843,4096,14150,
148844,5354,14151,
148848,5171,14152,
148883,3271,14153,
148884,4250,14154,
148885,4955,14155,
148886,5557,14156,
148887,5982,14157,
148900,5006,14158,
148901,5059,14159,
148906,4434,14160,
148962,5465,14161,
148963,5265,14162,
148964,5940,14163,
148979,4498,14164,
148980,5461,14165,
149018,4304,14166,
149019,4750,14167,
149020,5807,14168,
149021,6033,14169,
149034,4738,14170,
149035,5356,14171,
149109,5065,14172,
149165,2505,14173,
149166,4962,14174,
149167,4915,14175,
149169,5305,14176,
149170,5447,14177,
149171,5758,14178,
149182,5122,14179,
149192,5006,14180,
149225,4992,14181,
149231,5436,14182,
149233,4727,14183,
149237,5334,14184,
149271,5014,14185,
149272,5205,14186,
149280,6028,14187,
149316,2529,14188,
149317,5544,14189,
149332,2516,14190,
149340,4095,14191,
149341,4575,14192,
149347,4230,14193,
149381,4579,14194,
149397,4338,14195,
149461,4087,14196,
149462,4634,14197,
149466,5686,14198,
149467,5713,14199,
149472,5721,14200,
149525,4229,14201,
149526,4264,14202,
149527,4478,14203,
149530,4767,14204,
149531,4867,14205,
149532,4869,14206,
149533,5114,14207,
149554,4863,14208,
149560,5732,14209,
149564,4489,14210,
149565,4755,14211,
149566,5043,14212,
149567,5476,14213,
149568,5587,14214,
149571,4541,14215,
149609,4526,14216,
149610,5534,14217,
149621,3920,14218,
149627,5973,14219,
149629,5796,14220,
149633,6011,14221,
149670,2513,14222,
149671,4693,14223,
149681,4220,14224,
149682,4151,14225,
149687,6167,14226,
149688,5791,14227,
149690,4576,14228,
149736,4437,14229,
149737,4681,14230,
149752,4173,14231,
149753,4707,14232,
149797,4102,14233,
149798,4120,14234,
149799,6166,14235,
149816,2545,14236,
149817,5494,14237,
149866,4894,14238,
149867,5348,14239,
149882,5482,14240,
149885,5398,14241,
149886,5990,14242,
149890,4592,14243,
149959,4116,14244,
149961,4696,14245,
149962,4956,14246,
149963,5434,14247,
149964,5355,14248,
149965,5367,14249,
149966,6114,14250,
149983,4753,14251,
149992,5798,14252,
149994,4386,14253,
149995,4607,14254,
150031,4291,14255,
150032,4449,14256,
150033,5141,14257,
150034,6064,14258,
150058,4203,14259,
150059,5327,14260,
150096,2558,14261,
150097,4667,14262,
150099,5942,14263,
150160,2504,14264,
150161,4177,14265,
150163,4369,14266,
150164,4271,14267,
150165,4871,14268,
150166,4939,14269,
150167,5373,14270,
150185,4580,14271,
150189,5400,14272,
150214,4988,14273,
150215,5439,14274,
150216,6132,14275,
150230,4227,14276,
150231,4167,14277,
150270,4581,14278,
150271,4998,14279,
150272,5244,14280,
150280,5487,14281,
150281,4341,14282,
150287,5146,14283,
150288,5781,14284,
150295,5498,14285,
150345,2538,14286,
150346,4612,14287,
150347,4895,14288,
150348,5496,14289,
150349,5386,14290,
150370,5983,14291,
150377,5059,14292,
150378,5065,14293,
150383,4533,14294,
150416,4248,14295,
150417,4254,14296,
150418,4654,14297,
150419,4736,14298,
150420,5584,14299,
150421,5544,14300,
150434,5063,14301,
150490,4554,14302,
150491,4572,14303,
150492,4944,14304,
150493,5167,14305,
150494,5493,14306,
150495,5590,14307,
150508,2505,14308,
150509,6004,14309,
150515,4289,14310,
150552,4955,14311,
150553,5098,14312,
150554,5223,14313,
150555,5438,14314,
150556,5440,14315,
150557,5956,14316,
150606,4627,14317,
150607,4895,14318,
150608,4732,14319,
150609,5356,14320,
150610,6009,14321,
150630,4182,14322,
150682,6088,14323,
150692,4540,14324,
150693,6084,14325,
150697,4659,14326,
150698,4871,14327,
150705,4115,14328,
150714,3953,14329,
150715,4277,14330,
150716,6052,14331,
150772,3925,14332,
150773,3932,14333,
150774,3256,14334,
150775,4997,14335,
150776,5447,14336,
150777,6024,14337,
150796,4575,14338,
150806,4335,14339,
150810,4456,14340,
150833,5197,14341,
150834,5331,14342,
150835,6079,14343,
150847,3266,14344,
150848,3921,14345,
150852,2513,14346,
150883,4433,14347,
150884,4547,14348,
150885,5690,14349,
150947,3260,14350,
150948,4555,14351,
150949,4647,14352,
150950,4860,14353,
150952,5436,14354,
150969,3274,14355,
150970,3958,14356,
150971,4235,14357,
151013,4729,14358,
151014,5552,14359,
151022,4234,14360,
151028,6172,14361,
151030,3942,14362,
151037,5513,14363,
151076,4304,14364,
151077,5430,14365,
151151,3963,14366,
151152,5241,14367,
151153,5948,14368,
151165,4971,14369,
151171,3930,14370,
151177,4715,14371,
151217,5366,14372,
151218,6006,14373,
151232,2538,14374,
151275,2521,14375,
151276,5043,14376,
151277,5986,14377,
151284,4270,14378,
151324,2529,14379,
151325,4415,14380,
151326,5078,14381,
151327,5482,14382,
151328,5593,14383,
151334,3258,14384,
151338,4400,14385,
151339,4713,14386,
151370,5348,14387,
151371,5609,14388,
151387,5400,14389,
151390,3951,14390,
151392,4299,14391,
151419,5721,14392,
151427,4750,14393,
151438,4703,14394,
151489,4269,14395,
151490,4526,14396,
151492,5098,14397,
151493,5337,14398,
151516,5737,14399,
151558,2504,14400,
151559,2547,14401,
151560,2511,14402,
151561,3255,14403,
151562,4502,14404,
151572,4865,14405,
151577,3964,14406,
151621,5807,14407,
151632,5791,14408,
151638,5713,14409,
151639,5732,14410,
151685,4421,14411,
151687,4670,14412,
151688,4509,14413,
151691,4349,14414,
151710,5686,14415,
151754,4092,14416,
151755,4527,14417,
151756,4541,14418,
151757,4969,14419,
151769,6074,14420,
151778,5590,14421,
151810,4381,14422,
151829,5022,14423,
151830,5036,14424,
151835,5267,14425,
151883,5124,14426,
151884,5964,14427,
151885,6029,14428,
151945,4281,14429,
151946,4566,14430,
151947,4971,14431,
151957,4356,14432,
151958,4747,14433,
151966,5802,14434,
151969,5197,14435,
152019,5223,14436,
152025,4259,14437,
152026,5665,14438,
152027,5675,14439,
152029,4391,14440,
152068,2566,14441,
152069,2531,14442,
152070,4205,14443,
152071,5745,14444,
152072,5966,14445,
152095,4630,14446,
152138,4373,14447,
152145,3268,14448,
152146,4666,14449,
152266,3948,14450,
152267,4442,14451,
152268,4533,14452,
152269,5052,14453,
152270,5245,14454,
152272,5959,14455,
152273,5673,14456,
152274,6115,14457,
152275,6011,14458,
152300,4095,14459,
152334,4744,14460,
152335,6087,14461,
152375,4753,14462,
152376,6117,14463,
152377,6165,14464,
152379,5973,14465,
152394,4353,14466,
152430,2540,14467,
